cik,fund_rows,fund_aum,distinct_brand_eids,brand_eid,brand_name,brand_canonical_name,brand_entity_type
0000912763,7020,94140098625.07002,1,17930,Federated Advisory Services Company,Federated Advisory Services Company,institution
0001491978,63791,94050296078.91003,2,3704,Northern Trust,"Northern Trust Investments, Inc",institution
0001548609,5008,93775597729.61,3,60,Brown Advisory,Brown Advisory,institution
0001659326,7131,93049905952.58998,1,18073,J.P. Morgan Investment Management Inc.,J.P. Morgan Investment Management Inc.,institution
0000814507,469,92893981810.84999,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000911637,1274,92277969981.29,1,17,MFS Investment Management,MFS Investment Management,institution
0001735964,14948,91714625741.10043,1,7864,Cliffwater LLC,Cliffwater LLC,institution
0001401097,9269,90649318203.34044,1,11,,Fidelity / FMR,institution
0000102816,5173,90141671211.62003,2,2257,Morgan Stanley Investment Management,Eaton Vance Advisers International Ltd,institution
0000810902,1561,89941475273.55,1,4830,BAMCO INC /NY/,BAMCO INC /NY/,institution
0001562565,27293,89259868983.86002,1,11,,Fidelity / FMR,institution
0000811030,6944,88882623671.08998,2,1596,BRIDGES INVESTMENT MANAGEMENT INC,"Muzinich & Co., Inc.",institution
0001156906,3612,88289529491.08864,1,18814,Causeway Capital Management LLC,Causeway Capital Management LLC,institution
0001785347,986,87510829854.87003,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001039001,11652,86980530203.98001,10,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0001041130,60,85615945113.84,1,7984,STATE STREET CORP,STATE STREET CORP,institution
0001500604,7352,84691800450.15,1,51,Janus Henderson,Janus Henderson,institution
0000924727,3215,84565421328.03998,1,18954,"First Pacific Advisors, LP","First Pacific Advisors, LP",institution
0001439297,1474,84082779401.03998,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001383496,24219,83164780950.59996,1,136,First Trust Portfolios,FIRST TRUST ADVISORS LP,institution
0000834237,15303,82731134702.63998,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000775688,623,82612591412.67001,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000799127,8429,82216807062.04991,1,11220,Wellington Management,WELLINGTON MANAGEMENT GROUP LLP,institution
0001480207,12784,82018872456.53995,2,18058,DoubleLine Capital LP,DoubleLine Capital LP,institution
0000836487,5757,81913421531.78607,2,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000313850,2497,81671872798.63,4,4375,Wellington Management,VANGUARD GROUP INC,institution
0000906185,8219,81664721414.01999,1,51,Janus Henderson,Janus Henderson,institution
0000896435,23001,81180902112.53976,1,4,Invesco,Invesco,institution
0001552740,4468,81098548890.65997,2,8,First Trust Portfolios,First Trust,institution
0001616668,14360,80288757602.91997,1,8726,"Pacer Advisors, Inc.","Pacer Advisors, Inc.",institution
0000773485,553,80233223847.99002,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001293967,2572,80204089454.11,1,6309,PRIMECAP MANAGEMENT CO/CA/,PRIMECAP MANAGEMENT CO/CA/,institution
0001293210,2505,79980617886.84,27,8544,One Choice 2025 Portfolio,AMERICAN CENTURY INVESTMENT MANAGEMENT INC,institution
0000080248,1398,79176035508.45999,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001355064,31415,79010705181.51006,2,19585,"Empiric Advisors, Inc.","JAG Capital Management, LLC",institution
0001053425,8399,78593663683.55998,2,2984,Hartford Funds Management Co LLC,Hartford Funds Management Co LLC,institution
0001587551,4456,78040642130.00995,1,4367,Sterling Capital Management LLC,Sterling Capital Management LLC,institution
0000202032,5526,77318155822.10329,2,4,Invesco,Invesco,institution
0001012678,590,75396914970.14001,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001032423,6606,74634577105.36,1,1287,DIAMOND HILL CAPITAL MANAGEMENT INC,DIAMOND HILL CAPITAL MANAGEMENT INC,institution
0000931151,1562,73716978535.97003,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001517936,11438,73580855226.99997,2,136,First Trust Portfolios,FIRST TRUST ADVISORS LP,institution
0001026144,3547,73184955380.93997,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000809593,17044,73130346645.73999,4,3953,"American Beacon Advisors, Inc.",AHL Partners LLP,institution
0000932101,3719,72785872955.13853,2,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001314414,9952,72765985324.00002,4,7650,"Biondo Investment Advisors, LLC",LOOMIS SAYLES & CO L P,institution
0000916053,15261,71856863840.32,7,5047,T. Rowe Price Associates,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,institution
0000872625,12531,71155851670.00008,1,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001018170,2546,70987599312.08,1,71,Harding Loevner,Harding Loevner,institution
0000063090,337,70944683765.23999,1,17,MFS Investment Management,MFS Investment Management,institution
0001474103,5769,70937286021.66998,3,4636,"Franklin Templeton Fund Adviser, LLC","Western Asset Management Company, LLC",institution
0000809821,5983,70708894095.39003,2,17935,Nomura,Macquarie Investment Management Global Limited,institution
0000225322,18833,69625968645.33005,2,2400,Fidelity / FMR,Fidelity Management & Research Co LLC,institution
0001089951,5129,69328825656.17,6,169,AMG Funds LLC,"TimesSquare Capital Management, LLC",institution
0001120543,4002,68935441001.56,1,7996,BAILLIE GIFFORD & CO,BAILLIE GIFFORD & CO,institution
0001479026,30617,68832579638.88004,1,22,Goldman Sachs Asset Management,Goldman Sachs Asset Management,institution
0000012601,17657,68774042735.90001,6,54,Principal Financial,Principal Financial,institution
0001995745,17927,68294956715.770035,6,1355,"Venerable Investment Advisers, LLC",FRANKLIN ADVISERS INC,institution
0000897111,6460,67817075211.82997,3,2945,Raymond James Financial,"CHARTWELL INVESTMENT PARTNERS, LLC",institution
0000711080,5808,66175043327.78,6,1083,Touchstone Strategic Trust-Touchstone Focused Fund,LONDON CO OF VIRGINIA,institution
0001516523,12499,65889399461.079895,3,3704,STATE FARM INVESTMENT MANAGEMENT CORP,"Northern Trust Investments, Inc",institution
0000898031,4028,65811435065.94999,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0001020660,15210,65644297402.090294,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000741350,5389,64312118486.32003,2,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000914775,2392,64270652108.60999,2,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0001444822,78072,62958143711.38016,1,31,AQR Capital,AQR Capital,institution
0000896163,17500,62381593537.62002,1,5026,Dimensional Fund Advisors,DIMENSIONAL FUND ADVISORS LP,institution
0001037897,499,61841981647.250015,1,18073,J.P. Morgan Investment Management Inc.,J.P. Morgan Investment Management Inc.,institution
0001415726,7232,60503382026.95,1,4342,"Innovator Capital Management, LLC","Innovator Capital Management, LLC",institution
0000034273,3906,59889405862.43998,4,676,"Virtus Investment Advisers, LLC","Virtus Investment Advisers, LLC",institution
0000914243,4170,59589476436.65001,5,1083,"Touchstone Advisors, Inc.",LONDON CO OF VIRGINIA,institution
0000837274,14189,59545413444.85996,7,297,FRANKLIN ADVISERS INC,TEMPLETON INVESTMENT COUNSEL LLC,institution
0000809707,18203,59100449241.45005,2,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001872555,15954,58747435021.31003,10,3421,"Christian Brothers Investment Services, Inc.","Allspring Global Investments, LLC",institution
0001398078,17800,58380303113.80994,2,2,BLACKROCK ADVISORS LLC,BlackRock / iShares,institution
0000822632,8689,58307390838.13001,1,72,William Blair,William Blair,institution
0001002624,1261,58258951510.98002,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001479360,18229,57687107710.39997,2,30,PIMCO,PIMCO,institution
0001091439,68030,57523585499.89004,5,5026,Allianz Investment Management LLC,DIMENSIONAL FUND ADVISORS LP,institution
0000808303,1245,57035552521.29001,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001015965,59958,56610123613.11326,3,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0000278187,2997,56445432690.76995,1,77,,PGIM,institution
0000909466,12221,56358597934.06005,1,4,Invesco,Invesco,institution
0000795422,11764,54842535155.42995,2,2400,Fidelity / FMR,Fidelity Management & Research Co LLC,institution
0000806633,4890,54579614753.46999,3,61,Wasatch Global,Wasatch Global,institution
0001486048,1624,54538163832.46,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000805664,381,53647548495.29001,1,7034,TEMPLETON GLOBAL ADVISORS LTD,TEMPLETON GLOBAL ADVISORS LTD,institution
0000819930,610,53398768904.16,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001653463,3940,52772820235.18002,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0001655589,27190,51893474272.57997,1,28,,Franklin Templeton,institution
0000315754,21421,51693240747.579994,6,7859,Constellation Investments Inc,"GEODE CAPITAL MANAGEMENT, LLC",institution
0001727074,13615,51458606218.45002,1,77,,PGIM,institution
0000088064,3147,50774649521.45,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0000867297,6488,50731094743.479996,7,285,"Virtus Investment Advisers, LLC","NFJ INVESTMENT GROUP, LLC",institution
0000060365,1984,50397612274.22994,1,56,Lord Abbett,Lord Abbett,institution
0000918571,8741,50253101744.100006,1,17,MFS Investment Management,MFS Investment Management,institution
0001105446,16777,50185987638.949974,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000949512,9802,49954092357.45998,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000834798,1921,49831560381.140015,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000910671,416,49688550920.22,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000890540,3716,48445719476.24998,2,953,"Champlain Investment Partners, LLC","Champlain Investment Partners, LLC",institution
0001047712,487,48397915252.24002,1,19229,J.P. Morgan Investment Management Inc.,"Fuller & Thaler Asset Management, Inc.",institution
0000050142,10606,48164858423.52009,0,,,,
0000355916,39431,47987160020.700005,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001097077,3040,47960896080.99003,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000081443,5728,47764891935.45996,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0000356349,11089,47624597665.16006,2,17,MFS Investment Management,MFS Investment Management,institution
0001804196,23489,47451816921.590004,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000936958,802,47413807430.30002,1,7984,STATE STREET CORP,STATE STREET CORP,institution
0001388485,41168,47319196354.54997,2,7825,"Gotham Asset Management, LLC","Gotham Asset Management, LLC",institution
0000708191,1419,46496026603.82,1,10443,Fidelity / FMR,FMR LLC,institution
0001038469,5651,46480936768.73,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001176343,2908,46330158223.609985,3,1013,"Franklin Templeton Fund Adviser, LLC","Clearbridge Investments, LLC",institution
0000356682,4311,45389299712.130005,2,2981,Calvert Research & Management,Calvert Research & Management,institution
0000035331,2066,45260612379.15999,1,10443,Fidelity / FMR,FMR LLC,institution
0001342947,3234,45145213764.52999,2,5017,Brown Brothers Harriman & Co.,"Select Equity Group, L.P.",institution
0001688680,34592,45014470209.43994,8,4721,"Orion Porfolio Solutions, LLC","Newton Investment Management North America, LLC",institution
0001657201,28049,44940488571.026985,1,4,Invesco,Invesco,institution
0000215829,6005,44889876356.57002,1,10443,Fidelity / FMR,FMR LLC,institution
0000702340,23858,43935985651.439995,12,142,"Penn Mutual Asset Management, LLC",COHEN & STEERS CAPITAL MANAGEMENT INC,institution
0001592900,17162,43754787518.249954,1,2944,"Empowered Funds, LLC","Empowered Funds, LLC",institution
0001537140,7809,43433385311.330025,11,2396,"Pinnacle Family Advisors, LLC",Counterpoint Mutual Funds LLC,institution
0000872825,4549,41956194138.17,10,17032,International Small-Mid Cap Fund,Emerging Markets Fund,fund
0000875610,739,41836478249.47001,1,17935,Nomura,Macquarie Investment Management Global Limited,institution
0000063075,6174,41538159582.98006,1,17,MFS Investment Management,MFS Investment Management,institution
0000747546,1011,40637441153.75002,1,62,Parnassus Investments,Parnassus Investments,institution
0001041917,244,40287300403.42999,1,142,COHEN & STEERS CAPITAL MANAGEMENT INC,COHEN & STEERS CAPITAL MANAGEMENT INC,institution
0000075170,1450,39789294334.66001,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001320615,19430,39717681493.86989,5,6361,Mercer Investments LLC,Mercer Investments LLC,institution
0001363526,6602,39700210295.39002,3,17930,Federated Advisory Services Company,Federated Advisory Services Company,institution
0000071701,897,39294853952.799995,2,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0000820892,8910,39256040878.5,2,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001096903,195,39201669711.52,1,142,COHEN & STEERS CAPITAL MANAGEMENT INC,COHEN & STEERS CAPITAL MANAGEMENT INC,institution
0000737800,7469,39195924651.93997,1,56,Lord Abbett,Lord Abbett,institution
0001041673,2138,38976267389.96001,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000915802,7895,38756045016.67001,4,6785,ALPS ADVISORS INC,ALPS ADVISORS INC,institution
0000934563,37194,38626594977.04997,6,1590,Hirtle Callaghan & Co LLC,CITY OF LONDON INVESTMENT MANAGEMENT CO LTD,institution
0001524513,10552,38449857019.669975,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000923084,27363,38334475745.57,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001028621,4981,38103564414.84999,1,1238,TCW INVESTMENT MANAGEMENT Co LLC,TCW INVESTMENT MANAGEMENT Co LLC,institution
0001511699,6372,38046480386.500046,8,224,TREMBLANT CAPITAL GROUP,"Kensington Asset Management, LLC",institution
0000067160,14105,38014388026.69999,13,834,"MML Investment Advisers, LLC",THOMPSON SIEGEL & WALMSLEY LLC,institution
0001364608,2499,38009603657.380005,2,8,First Trust Portfolios,First Trust,institution
0001227523,9438,37720817828.43999,6,87,Nomura,Nomura,institution
0000737520,1768,37492164030.3,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0001503123,23636,37432461427.02004,1,8390,DBX Advisors LLC,DBX Advisors LLC,institution
0000874505,197,37266851387.78001,1,142,COHEN & STEERS CAPITAL MANAGEMENT INC,COHEN & STEERS CAPITAL MANAGEMENT INC,institution
0000766285,647,37228868034.7,1,2324,SATURNA CAPITAL CORP,SATURNA CAPITAL CORP,institution
0001274676,6294,37141221994.34001,1,57,AllianceBernstein,AllianceBernstein,institution
0001023391,817,36016261543.520004,1,1638,FIDUCIARY MANAGEMENT INC /WI/,FIDUCIARY MANAGEMENT INC /WI/,institution
0001689873,449,35897418810.79,1,5836,GraniteShares Advisors LLC,GraniteShares Advisors LLC,institution
0001406305,2328,35652174592.92001,1,2271,"NATIXIS ADVISORS, LLC","NATIXIS ADVISORS, LLC",institution
0001540305,7825,35332222599.01999,8,3738,"EXCHANGE TRADED CONCEPTS, LLC","EXCHANGE TRADED CONCEPTS, LLC",institution
0001359057,3162,35111457560.380005,1,10550,Spyglass Capital Management LLC,Spyglass Capital Management LLC,institution
0001447247,3365,34517995780.12001,1,4461,Partners Group Holding AG,Partners Group Holding AG,institution
0001545440,7371,34510167231.83,2,5225,Q3 Asset Management Corporation,LYRICAL ASSET MANAGEMENT LP,institution
0001848758,3213,34427220939.12998,1,20105,"NEOS Investment Management, LLC","NEOS Investment Management, LLC",institution
0001959372,5182,34118957253.199997,5,229,"ARISTOTLE INVESTMENT SERVICES, LLC","ARISTOTLE INVESTMENT SERVICES, LLC",institution
0001924868,8185,33778092824.650005,1,9013,Tidal Investments LLC,Tidal Investments LLC,institution
0000063091,329,33646439338.01,1,17,MFS Investment Management,MFS Investment Management,institution
0000810016,9275,33621480323.76001,4,87,Nomura,Nomura,institution
0000076721,3408,33484153910.590004,1,2914,IMPAX ASSET MANAGEMENT LLC,IMPAX ASSET MANAGEMENT LLC,institution
0001047304,28449,33480089488.979923,1,30,PIMCO,PIMCO,institution
0000720318,3127,33470161061.129997,1,10443,Fidelity / FMR,FMR LLC,institution
0000914209,35152,33363653388.138077,3,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001547580,12711,32970044192.509987,2,9130,VICTORY CAPITAL MANAGEMENT INC,VICTORY CAPITAL MANAGEMENT INC,institution
0001633061,3364,32655786780.39,1,5233,"Amplify Investments, LLC","Amplify Investments, LLC",institution
0001317474,950,32653587804.679996,1,55,Neuberger Berman,Neuberger Berman,institution
0000757010,11062,32645973985.47999,1,28,,Franklin Templeton,institution
0000865177,465,32423129623.245033,1,9195,Putnam Investments,FRANKLIN TEMPLETON INVESTMENT MANAGEMENT LTD,institution
0000822671,19343,32093526150.7355,4,16,FRANKLIN ADVISERS INC,Putnam Investments,institution
0000225930,553,31968657788.189995,1,7034,TEMPLETON GLOBAL ADVISORS LTD,TEMPLETON GLOBAL ADVISORS LTD,institution
0000911415,1505,31240618035.429993,1,67,Fred Alger,Fred Alger,institution
0000002691,350,31235973222.829998,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0001002667,649,31181331527.85999,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000352665,695,31078294964.17,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0001614370,346,30923948341.28,1,9981,"Smead Capital Management, Inc.","Smead Capital Management, Inc.",institution
0000709364,5273,30754005940.78,1,4805,Franklin Templeton,FRANKLIN RESOURCES INC,institution
0001066602,12518,30597882124.557922,2,2489,Voya Investment Management Co. LLC,"Voya Financial, Inc.",institution
0001516212,10494,30364181839.870026,1,3,,State Street / SSGA,institution
0001496608,14483,30178734067.260006,1,57,AllianceBernstein,AllianceBernstein,institution
0001272950,7684,30176885993.100002,2,18149,RBC Global Asset Management (US) Inc.,RBC Global Asset Management (uk) Limited,institution
0000832808,11351,30016499874.58,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0001830437,5023,29998646444.69995,5,808,JOHCM (USA) Inc.,JOHCM (USA) Inc,institution
0001027596,8304,29942763132.730007,1,19170,Capital  Advisors Inc,Capital  Advisors Inc,institution
0001063946,9248,29935905490.94999,3,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0001579982,732,29896169244.460014,1,1531,ARK Investment Management LLC,ARK Investment Management LLC,institution
0000863032,5224,29489635352.410007,1,17,MFS Investment Management,MFS Investment Management,institution
0001643174,9756,29294221410.040005,2,3738,"Horizon Investments, LLC","EXCHANGE TRADED CONCEPTS, LLC",institution
0000827060,4373,28733103452.930008,6,15615,Small Company Fund,Disciplined Growth Fund,fund
0000887215,137,28726589635.67,1,257,JENSEN INVESTMENT MANAGEMENT INC,JENSEN INVESTMENT MANAGEMENT INC,institution
0001016073,4408,28686610255.149986,1,18532,Driehaus Capital Management LLC,Driehaus Capital Management LLC,institution
0000357298,1297,28608807263.639988,1,18164,"Pacific Heights Asset Management, LLC","Pacific Heights Asset Management, LLC",institution
0000826813,2849,28536743012.329994,0,,,,
0001795351,12236,28408077730.669952,1,13,T. Rowe Price,T. Rowe Price,institution
0001424212,9103,28140690589.86994,1,8,,First Trust,institution
0001022804,4390,28074752426.22999,1,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001099692,9236,27766195772.55001,2,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000835597,10396,27481312460.889973,3,9858,SEI INVESTMENTS MANAGEMENT CORP,SEI INVESTMENTS MANAGEMENT CORP,institution
0001139819,4140,27347226079.48002,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0000045288,1172,27155182791.960007,1,4313,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,institution
0000003521,3654,27144662256.530003,3,67,Fred Alger,Fred Alger,institution
0000887194,944,27140249985.210007,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0001635073,19648,27041422763.700066,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000925950,7418,26592802561.939995,0,,,,
0000783401,12828,26431855571.150005,1,1,,Vanguard Group,institution
0000823620,1027,26300655375.680004,0,,,,
0000770540,2129,26204648983.739994,6,2271,"NATIXIS ADVISORS, LLC","NATIXIS ADVISORS, LLC",institution
0000225375,2237,26134836862.360004,1,28,,Franklin Templeton,institution
0000918294,11577,25854920368.44999,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001870117,12276,25820881827.56002,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000896975,2138,25609140350.899994,1,27,Affiliated Managers Group,Affiliated Managers Group,institution
0001870128,53,25569666751.97,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001845809,7456,25480815556.22602,1,16,Putnam Investments,Putnam Investments,institution
0000770161,1489,25439676721.349987,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000741375,9710,25363633499.93549,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001025836,10079,25326913323.920006,1,21,JPMorgan Asset Management,JPMorgan Asset Management,institution
0000031266,1253,25095276865.509995,2,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001970751,7423,25058026073.929974,4,491,"Patient Capital Management, LLC",Sound Capital Solutions LLC,institution
0001116626,440,24815675817.700012,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001330967,1915,24650434796.279995,1,17,MFS Investment Management,MFS Investment Management,institution
0001475712,2964,24585991300.34005,0,,,,
0000812015,10136,24501160649.740017,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0000002110,1641,24412696721.239998,1,10178,Ameriprise Financial,AMERIPRISE FINANCIAL INC,institution
0000871839,7899,24323975531.849987,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001640102,155,24167842161.039997,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000923184,4945,24125234027.410007,1,3442,MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT LLC,MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT LLC,institution
0000095603,2397,24108776972.97001,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0000856119,1051,24031340560.579998,1,4805,Franklin Templeton,FRANKLIN RESOURCES INC,institution
0000719269,12531,23707243474.01001,1,17,MFS Investment Management,MFS Investment Management,institution
0001699360,27527,22733633196.50005,7,4323,Morningstar Investment Management LLC,Harding Loevner LP,institution
0000723620,9804,22714014581.609997,1,55,Neuberger Berman,Neuberger Berman,institution
0001005020,7704,22542587079.070034,4,676,"Virtus Investment Advisers, LLC","Virtus Investment Advisers, LLC",institution
0000887509,232,22169448776.300003,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000842512,2398,22069298650.28,3,2401,DAVENPORT & Co LLC,DAVENPORT & Co LLC,institution
0001547576,3221,21886407438.14733,1,5640,Krane Funds Advisors LLC,Krane Funds Advisors LLC,institution
0000032339,224,21826979252.819996,1,7984,State Street / SSGA,STATE STREET CORP,institution
