filer_cik,filer_name,filing_count,targets,latest_filing,earliest_filing,last_form_type,auto_classification,manual_classification,existing_entity_id,action,notes
1185185,"Anita G. Zucker, as Trustee of The Article",1,1,2023-03-10,2023-03-10,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1590491,"Telemus Capital, LLC",1,1,2022-07-06,2022-07-06,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1036743,Mahan James S III,1,1,2023-02-10,2023-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1500217,"American Assets Trust, Inc.",1,1,2022-09-21,2022-09-21,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1389310,Friends Investment CO Inc.,1,1,2022-09-12,2022-09-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1484778,ThredUp Inc.,1,1,2022-02-08,2022-02-08,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1835030,Hynes Thomas J. III,1,1,2022-03-31,2022-03-31,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1509943,Samjo Capital LLC,1,1,2022-02-08,2022-02-08,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1908946,Chen Liaohan,1,1,2022-02-11,2022-02-11,SC 13G,INSTITUTION,INDIVIDUAL,,,
1974849,Bolck Joachim Eberhard,1,1,2023-04-25,2023-04-25,SC 13D,INSTITUTION,INDIVIDUAL,,,
1597033,Sabre Corp,1,1,2023-03-03,2023-03-03,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1512327,Lolli-Ghetti Annalisa,1,1,2023-07-31,2023-07-31,SC 13G,INSTITUTION,INDIVIDUAL,,,
1008088,LAUDER GARY M,1,1,2024-02-09,2024-02-09,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1457188,Deutsche Post AG,1,1,2022-05-24,2022-05-24,SC 13G,INSTITUTION,INDIVIDUAL,,,
1586216,Bettis Carr,1,1,2024-02-13,2024-02-13,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1965645,"Terrapin Asset Management, LLC",1,1,2023-02-14,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2014361,Hancock Mark,1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1515937,DISBROW ROBERT,1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1977747,"Shinning Stone Invest Co., Ltd.",1,1,2024-03-27,2024-03-27,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1315797,Satter Muneer A,1,1,2022-02-10,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
2035146,"American Heritage Railways, Inc.",1,1,2024-08-28,2024-08-28,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1496916,Radoff Family Foundation,1,1,2022-05-26,2022-05-26,SC 13G,INSTITUTION,INDIVIDUAL,,,
1596237,Conley John Howard Jr,1,1,2022-01-14,2022-01-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1834253,Smart Share Global Ltd,1,1,2022-02-11,2022-02-11,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1856314,"Clear Secure, Inc.",1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1190090,Edward L. Baker,1,1,2022-02-11,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
97216,Terex Corp,1,1,2024-10-08,2024-10-08,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
879051,SUTTER HILL VENTURES,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1120970,Comstock Inc.,1,1,2022-02-09,2022-02-09,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1610742,Francescon Robert J,1,1,2024-02-05,2024-02-05,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1840904,ATAI Life Sciences N.V.,1,1,2024-09-27,2024-09-27,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1494253,Visser Bruce,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1766853,"ACORN BIOVENTURES, L.P.",1,1,2023-01-26,2023-01-26,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1844919,Cheng Chi Kong,1,1,2022-06-29,2022-06-29,SC 13G,INSTITUTION,INDIVIDUAL,,,
2043615,LB 2018 GST Trust,1,1,2024-11-08,2024-11-08,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2010299,Tospring Technology Ltd,1,1,2024-02-02,2024-02-02,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
897485,KELLOGG PETER R,1,1,2023-04-10,2023-04-10,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1787518,"Brilliant Acquisition Corp  (NUKK, NUKKW)",1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1803696,Xperi Holding Corp,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1806939,Genesys Ventures II LP,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1639825,"Peloton Interactive, Inc.",1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1834032,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)",1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1601971,"Corre Opportunities Qualified Master Fund, LP",1,1,2022-09-19,2022-09-19,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as hedge_fund","auto-classified, single-filing filer, low priority"
1633633,Ibe Michael P.,1,1,2023-11-13,2023-11-13,SC 13D,INSTITUTION,INDIVIDUAL,,,
1099910,Andrew M. Brown,1,1,2023-02-14,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1998812,"CA Patel F&F Investments, LLC",1,1,2024-10-25,2024-10-25,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
895813,Schiff Hardin LLP,1,1,2023-09-20,2023-09-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1977928,Golden Navigate Investments Ltd,1,1,2023-05-31,2023-05-31,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1068238,Yekaterina Chudnovsky,1,1,2023-08-30,2023-08-30,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1736924,"Sky9 Capital Fund III, L.P.",1,1,2022-02-22,2022-02-22,SC 13G,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1356809,KPCB PANDEMIC & BIO DEFENSE FUND LLC,1,1,2024-02-14,2024-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1558370,Franco-Nevada Corporation,1,1,2022-04-22,2022-04-22,SC 13G,INSTITUTION,INDIVIDUAL,,,
1199501,Horrigan D Greg,1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1016281,CARRIAGE SERVICES INC,1,1,2024-09-10,2024-09-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as wealth_management","auto-classified, single-filing filer, low priority"
1866001,"JVSPAC Acquisition Corp.  (JVSA, JVSAR, JVSAU)",1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1770100,Thibeaux Simeon A.,1,1,2024-04-01,2024-04-01,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1377121,"Protagonist Therapeutics, Inc",1,1,2023-01-11,2023-01-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1833511,Rajeev K. Goel,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1349005,Becker Steven R,1,1,2023-02-17,2023-02-17,SC 13G,INSTITUTION,INDIVIDUAL,,,
1072613,Puckett Land Company,1,1,2022-08-17,2022-08-17,SC 13D/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1867472,"Northpond Ventures, LP",1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1880239,"NEA 18 Venture Growth Equity, L.P.",1,1,2024-09-25,2024-09-25,SC 13G,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1623261,OCM Opps EB Holdings Ltd.,1,1,2024-04-12,2024-04-12,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1559869,Lindner Edyth B,1,1,2022-05-12,2022-05-12,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1383391,"New Enterprise Associates 12, Limited Partnership",1,1,2022-01-05,2022-01-05,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2004151,Shandong Hi-Speed Holdings Group Ltd,1,1,2024-01-05,2024-01-05,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1845149,"Chain Bridge I  (CBRG, CBRGF, CBRGU)",1,1,2024-02-13,2024-02-13,SC 13G,LIKELY_INDIVIDUAL,INDIVIDUAL,,,
1831270,Bite Acquisition Corp.,1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1830162,4D Pharma PLC,1,1,2022-02-02,2022-02-02,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1275168,Kathryn Ruth Oates-Fairrington,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1516513,"Doximity, Inc.",1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1611399,"SEQUOIA CAPITAL ISRAEL VENTURE V HOLDINGS, L.P.",1,1,2022-02-11,2022-02-11,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1010178,TISCH JAMES S,1,1,2022-09-16,2022-09-16,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1819848,"Joby Aviation, Inc.",1,1,2024-03-11,2024-03-11,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
2044260,Karen Hale Young Family Irrevocable Trust u/a/d 5/25/2011,1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1978531,"Cava Act III, LLC",1,1,2024-02-14,2024-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2021152,Bay Grove Capital Group LLC,1,1,2024-10-24,2024-10-24,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1924473,PHILLIPS CLIFTON E,1,1,2022-08-01,2022-08-01,SC 13D,INSTITUTION,INDIVIDUAL,,,
1377952,SUN ANTHONY Y,1,1,2023-03-10,2023-03-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1859448,SIEGEL IAN H.,1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,INDIVIDUAL,,,
1628280,"Carvana Group, LLC",1,1,2022-09-06,2022-09-06,SC 13D/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1677697,"Forerunner Partners III, L.P.",1,1,2023-03-01,2023-03-01,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1849737,"Patria Latin American Opportunity Acquisition Corp.  (PLAO, PLAOU, PLAOW)",1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as wealth_management","auto-classified, single-filing filer, low priority"
1911170,Max Wygod Family Dynasty Trust,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1907904,Stephens Stacy Dean,1,1,2024-11-13,2024-11-13,SC 13G,INSTITUTION,INDIVIDUAL,,,
1558370,William A. Zartler,1,1,2022-02-15,2022-02-15,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1394411,Yau Robert,1,1,2022-02-09,2022-02-09,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1260157,MOLL FREDERIC H,1,1,2024-02-14,2024-02-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1005715,GOLSEN STEVEN,1,1,2022-02-08,2022-02-08,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
2027951,"Cerberus Capital Management II, L.P.",1,1,2024-12-17,2024-12-17,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2006199,Guida Jeffrey Eugene,1,1,2023-12-28,2023-12-28,SC 13D,INSTITUTION,INDIVIDUAL,,,
1888118,Reed John P,1,1,2022-01-06,2022-01-06,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1861974,"ECARX Holdings Inc.  (ECX, ECXWW)",1,1,2023-02-14,2023-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1830079,"CFAC Holdings VI, LLC",1,1,2022-09-20,2022-09-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1813880,D8 Sponsor LLC,1,1,2022-07-25,2022-07-25,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1755163,SoftBank Group Capital Ltd,1,1,2024-02-13,2024-02-13,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1429156,Ching-Ho Cheng,1,1,2023-02-06,2023-02-06,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1212473,BOCHNOWSKI DAVID A,1,1,2024-11-22,2024-11-22,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1873830,Wolfen Richard M.,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1744577,"Chiesi Ventures, Inc.",1,1,2023-01-20,2023-01-20,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1831964,NORTHERN REVIVAL ACQUISITION Corp,1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1884140,"Just Rocks, Inc.",1,1,2022-02-10,2022-02-10,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1292814,Gregory Julien Dewerpe,1,1,2022-01-24,2022-01-24,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1837014,"SmartRent, Inc.",1,1,2022-03-15,2022-03-15,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1072613,Thomas W. Pritchard,1,1,2023-04-28,2023-04-28,SC 13D/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
2013087,Element Ventures LP,1,1,2024-05-07,2024-05-07,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
2012590,CEE Holdings Trust,1,1,2024-02-22,2024-02-22,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1752036,California BanCorp,1,1,2024-02-13,2024-02-13,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1850059,"Flag Ship Acquisition Corp  (FSHP, FSHPR, FSHPU)",1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1852551,Nova Minerals Ltd,1,1,2022-12-01,2022-12-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1969475,"Bayview Acquisition Corp  (BAYA, BAYAR, BAYAU)",1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
2036732,Prosperity Age Ltd,1,1,2024-09-09,2024-09-09,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1856906,Remer Eric Richard,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1793034,"SkyKnight Aero Holdings, LLC",1,1,2022-06-16,2022-06-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1472789,SAIF Partners IV L.P.,1,1,2024-10-28,2024-10-28,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1502216,"VEDANTA PARTNERS, LLC",1,1,2022-09-12,2022-09-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1580296,"Aleph, L.P.",1,1,2022-02-14,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1820922,2006 Irrevocable Trust of Laura W. Van Loan for the Benefit of Mary M. Crawford,1,1,2024-02-20,2024-02-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1838162,"Slam Corp.  (SLAM, SLAMF, SLAMU, SLAMW, SLMUF, SLMWF)",1,1,2023-07-19,2023-07-19,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1869013,Urmson Christopher,1,1,2022-08-08,2022-08-08,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1489956,K2 Genpar 2009 Inc,1,1,2022-07-18,2022-07-18,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1545380,"JCH Crenshaw Holdings, LLC",1,1,2022-03-16,2022-03-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1749474,Rhee Don,1,1,2023-03-16,2023-03-16,SC 13D,INSTITUTION,INDIVIDUAL,,,
2034160,Windsor Private Capital LP,1,1,2024-08-19,2024-08-19,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2011495,Mason Resources Inc.,1,1,2024-02-12,2024-02-12,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1559515,Genextra S.p.A.,1,1,2023-12-15,2023-12-15,SC 13G,INSTITUTION,INDIVIDUAL,,,
1478398,Zerhouni Elias A.,1,1,2022-06-29,2022-06-29,SC 13D,INSTITUTION,INDIVIDUAL,,,
1628280,Fernando Cruz,1,1,2022-03-14,2022-03-14,SC 13G,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1628280,IDENTIFICATION NO. (ENTITIES ONLY) Alan J. Hyatt,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
2024203,"Cayson Acquisition Corp  (CAPN, CAPNR, CAPNU)",1,1,2024-11-14,2024-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1657891,Stephen L. Schlecht & Marianne M. Schlecht Descendant's Trust,1,1,2023-09-29,2023-09-29,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as wealth_management","auto-classified, single-filing filer, low priority"
1725602,"ALLIED PHYSICIANS OF CALIFORNIA, A PROFESSION MEDICAL Corp",1,1,2023-11-17,2023-11-17,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1910868,"Catalyst Bancorp, Inc. Employee Stock Ownership Plan",1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1991427,"LCG4 Best, L.P.",1,1,2023-09-01,2023-09-01,SC 13D,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1562088,"Duolingo, Inc.",1,1,2023-02-15,2023-02-15,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1640334,Seahawk China Dynamic Fund,1,1,2022-03-02,2022-03-02,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1855707,Invesat LLC,1,1,2024-03-06,2024-03-06,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2042569,Solid Financial LLC,1,1,2024-10-29,2024-10-29,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
938543,Hershey Trust Co Trustee in Trust for Milton Hershey School,1,1,2023-02-14,2023-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
946770,DEUTSCHE TELEKOM AG,1,1,2024-09-26,2024-09-26,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1180004,Dillard Alex,1,1,2022-02-11,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1978353,"Zhong Sheng Ding Xin Investment Fund Management (Beijing) Co., Ltd.",1,1,2023-05-19,2023-05-19,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1580695,Tony Kamin,1,1,2022-08-17,2022-08-17,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1786951,Zatlyn Michelle,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1844582,"ION Holdings 2, LP",1,1,2023-05-17,2023-05-17,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1882765,"GP Investments, Ltd.",1,1,2024-05-17,2024-05-17,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1891865,"Jonah Peretti, LLC",1,1,2023-12-06,2023-12-06,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1780408,KKR Genetic Disorder L.P.,1,1,2024-09-17,2024-09-17,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1826524,Allstar LLC,1,1,2022-02-10,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1137391,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,1,1,2024-06-03,2024-06-03,SC 13G/A,INSTITUTION,MERGE,REPLACE_WITH_BLACKROCK_EID,add CIK identifier to BlackRock,Confirmed BlackRock entity
1655210,"Beyond Meat, Inc.",1,1,2022-01-27,2022-01-27,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1381197,"Interactive Brokers Group, Inc.",1,1,2022-08-04,2022-08-04,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1406598,"KKR 2006 Fund (Overseas), Limited Partnership",1,1,2022-11-22,2022-11-22,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
868857,AECOM,1,1,2024-05-24,2024-05-24,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1842683,Infini Master Fund,1,1,2022-06-13,2022-06-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as hedge_fund","auto-classified, single-filing filer, low priority"
1014108,Identification No. of Above Persons (entities only) Chidozie Ugwumba,1,1,2022-02-14,2022-02-14,SC 13D,INSTITUTION,INDIVIDUAL,,,
1998610,Deutsch Peter E.,1,1,2023-11-14,2023-11-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1831992,Liberty Media Acquisition Corp,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1628280,Carl Ru,1,1,2022-02-18,2022-02-18,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1659494,China Online Education Group,1,1,2022-01-28,2022-01-28,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1685495,Pandey Dheeraj,1,1,2022-02-10,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1642578,"Flagship VentureLabs IV, LLC",1,1,2022-07-07,2022-07-07,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1513000,Gold Intellect Ltd,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1314102,"EyePoint Pharmaceuticals, Inc.",1,1,2024-11-06,2024-11-06,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1394647,GERACI JOSEPH ANTHONY II,1,1,2023-12-01,2023-12-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
