investor_name,ciks,positions,aum_mm,total_shares
"Meramec Financial Planners, LLC",1,486,256.6,2540953
"EntryPoint Capital, LLC",1,611,256.3,11417810
"Hatch Cove Capital, LLC",1,20,256.2,12341560
Sellwood Investment Partners LLC,1,58,256.1,3445024
"Grunden Financial Advisory, Inc.",1,35,255.9,6184450
"Mine & Arao Wealth Creation & Management, LLC.",1,75,255.5,1065494
"Trv Gp IV, LLC",1,2,255.1,12348532
"Wealth Analytics Partners, LLC",1,44,255.0,1582138
"Eos Management, L.P.",1,41,255.0,2686386
Urban Financial Advisory Corp,1,49,254.7,3441535
"Flagship Private Wealth, LLC",1,111,254.4,2195239
Ruggaard & Associates LLC,1,117,254.0,4515209
Evergreen Private Wealth LLC,1,88,253.7,3518052
"Luken Investment Analytics, LLC",1,381,253.4,5362536
"Greykasell Wealth Strategies, Inc.",1,470,253.3,2364919
S.A. Mason LLC,1,252,252.9,1956078
Meridian Financial Partners LLC,1,114,252.8,2707010
Integrity Wealth Solutions LLC,1,116,252.8,3815830
"Towerpoint Wealth, LLC",1,86,252.5,2273702
Eurizon SLJ Capital Ltd,1,131,252.4,2148370
Proactive Wealth Strategies LLC,1,134,252.3,3653743
Western Financial Corp/CA,1,108,252.1,3051748
MKA Charitable Fund,1,1,251.8,1855463
"Diesslin Group, Inc.",1,51,251.6,2529005
Georgetown University,1,12,251.2,5158693
"Red Spruce Capital, LLC",1,91,250.8,3374850
"Financial Council, LLC",1,99,250.5,3724937
"5T Wealth, LLC",1,116,250.3,3624317
Altus Wealth Group LLC,1,137,250.2,2579419
"Orin Green Financial, LLC",1,77,250.0,2744649
"Pennington Partners & Co., LLC",1,96,249.6,1796562
"Stash Investments, LLC",1,5,249.5,2920927
"Solstein Capital, LLC",1,449,249.3,2611508
"Retirement Planning Co of New England, Inc.",1,235,249.3,3182975
"Beta Wealth Group, Inc.",1,96,248.7,5400956
"Madden Advisory Services, Inc.",1,103,248.7,4115416
Mount Capital Ltd,1,16,247.5,8072438
"Prospect Hill Management, LLC",1,13,247.4,956785
Bay Rivers Group,1,93,247.3,1609544
MTCO Ltd.,1,2,247.2,13640919
Shared Vision Wealth Group LLC,1,94,247.0,2585167
Cherokee Insurance Co,1,121,246.7,3116941
Parker Financial LLC,1,34,246.6,3561089
"Kensington Investment Counsel, LLC",1,104,246.2,1348204
TMT General Partner Ltd,1,3,246.0,14555902
Blacksheep Fund Management Ltd,1,7,246.0,3024095
Wrenne Financial Planning LLC,1,51,245.8,3092304
"Traveka Wealth, LLC",1,185,245.6,2436798
Metavasi Capital LP,1,24,245.4,14865290
Financial Symmetry Inc,1,55,245.2,5441972
Avalon Advisory Group,1,13,245.1,1878457
"Elevation Capital Advisory, LLC",1,58,244.8,3043289
"Bull Oak Capital, LLC",1,36,244.8,1990850
"Financial Guidance Group, Inc.",1,78,244.5,4186461
"WealthCollab, LLC",1,937,244.4,4116120
Salzhauer Michael,1,76,244.3,7801779
"Fiduciary Wealth Partners, LLC",1,87,243.9,1503344
"Aristotle Pacific Capital, LLC",1,5,243.8,6028017
"Verisail Partners, LLC",1,23,243.5,6249294
"Threadgill Financial, LLC",1,51,242.8,2152264
"Element Wealth, LLC",1,191,242.6,4096424
"Burford Brothers, Inc.",1,162,242.2,3826417
Security Benefit Life Insurance Co /KS/,1,11,242.1,20030065
"Deane Retirement Strategies, Inc.",1,71,241.7,3238177
"Rector, Church-Wardens & Vestrymen of Trinity Church in the City of New-York",1,2,241.5,4972423
Zeno Equity Partners LLP,1,10,241.2,18895152
"Mitchell & Pahl Private Wealth, LLC",1,140,240.9,2342888
"Pavion Blue Capital, LLC",1,106,240.8,1553648
JNE Partners LLP,1,6,240.7,5902263
"Nvest Financial, LLC",1,112,240.6,1886542
"Moneywise, Inc.",1,68,240.4,4090594
"Palogic Value Management, L.P.",1,143,239.8,20365768
"My Personal CFO, LLC",1,77,239.7,2968514
"Resolute Capital, LLC",1,50,239.3,2678723
Wd Rutherford LLC,1,72,239.3,1067264
"Grove Street Fiduciary, LLC",1,72,239.2,4647906
Mendel Money Management,1,145,238.9,1936181
JBR Co Financial Management Inc,1,114,238.9,2673553
New England Professional Planning Group Inc.,1,48,238.6,1976194
"Cordant, Inc.",1,67,238.5,3670727
Tribridge Partners Financial LLC,1,73,238.4,4332385
MRA Advisory Group,1,127,238.2,3031449
"IMPACTfolio, LLC",1,35,238.1,3344706
"Axiom Financial Strategies, LLC",1,42,237.7,2212248
Alfreton Capital LLP,1,4,237.6,9280000
"22nw, LP",1,17,237.6,29010480
"Mb, Levis & Associates, LLC",1,237,237.5,4423620
Schulhoff & Co Inc,1,118,237.5,2517381
Bowman & Co S.C.,1,115,237.4,1773091
"Kessler Investment Group, LLC",1,83,237.4,3482713
"Sea Cliff Partners Management, LP",1,12,237.3,9025367
Client First Capital LLC,1,22,237.2,1904629
Tenon Financial LLC,1,49,237.2,2127758
Values Added Financial LLC,1,126,236.9,3737075
Creekside Partners,1,172,236.6,4243671
Pfizer Inc,1,15,236.5,55204352
"SimpliFi, Inc.",1,37,236.4,2793548
"Melone Private Wealth, LLC",1,49,235.8,7798466
Physician Wealth Solutions Inc.,1,45,235.8,5011949
"Myecfo, LLC",1,63,235.6,5969970
I.G.Y. Ltd,1,3,235.3,548649
YANKCOM Partnership,1,358,235.2,2459457
"Exeter Financial, LLC",1,96,235.1,2943234
Banque de Luxembourg S.A.,1,87,234.8,1136526
Investmark Advisory Group LLC,1,130,234.8,3912489
Pragma Gestao de Patrimonio Ltd,1,18,234.8,1194830
Deseret Mutual Benefit Administrators,1,489,234.4,3031722
"Christensen, King & Associates Investment Services, Inc.",1,103,234.3,6276821
"Lgl Partners, LLC",1,52,234.3,1699651
"Wishbone Management, LP",1,5,234.2,4657500
"Capital Wealth Alliance, LLC",1,80,234.1,5454566
"NavPoint Financial, Inc.",1,71,234.0,3980502
"BRC Group Holdings, Inc.",1,14,234.0,35557309
Forge Financial Services LLC,1,25,233.9,5858142
"Keyvantage Wealth, LLC",1,99,233.8,4037642
Summa Corp.,1,75,233.2,1756434
Investment Research Partners LLC,1,217,233.0,3094491
"CPV Partners, LLC",1,4,232.8,10115826
"Financial Avengers, Inc.",1,129,232.5,1717833
True Blue (BVI) Ltd,1,4,232.4,749190
"WJ Interests, LLC",1,15,232.4,4503912
ESG Planning DBA Harper Investing,1,64,232.3,2028937
Bontempo Ohly Capital Mgmt LLC,1,31,232.1,1667804
GP Brinson Investments LLC,1,14,232.1,2927718
"Vista Investment Partners II, LLC",1,136,232.1,2522336
"Kinloch Capital, LLC",1,76,232.0,3189924
"RCS Financial Planning, LLC",1,87,232.0,4308970
"Aft, Forsyth & Company, Inc.",1,126,231.8,1271069
Longitude (Cayman) Ltd.,1,25,231.5,7594300
Boit C F David,1,105,231.4,1192893
"Carroll Advisory Group, LLC",1,68,231.1,3690921
New Millennium Group LLC,1,374,231.0,1485503
"Strategic Financial Partners, Ltd.",1,79,231.0,3095931
Optima Capital LLC,1,1285,230.9,3852303
"American Capital Advisory, LLC",1,1018,230.8,4517382
RPD Fund Management LLC,1,6,230.7,14187923
"Scholtz & Company, LLC",1,47,230.3,1900032
"Blue Sky Capital Consultants Group, Inc.",1,63,230.2,3517068
Ewing Morris & Co. Investment Partners Ltd.,1,88,229.2,67421482
"Brogan Financial, Inc.",1,58,228.8,4732874
"New England Research & Management, Inc.",1,142,228.6,1688912
"Haven Private, LLC",1,144,228.5,5258332
"Aspect Partners, LLC",1,674,228.5,3071604
"Resolute Wealth Strategies, LLC",1,107,228.1,1868843
"DMKC Advisory Services, LLC",1,82,227.9,2155640
"Keystone Global Partners, LLC",1,54,227.4,3623475
State Insurance Fund,1,1,227.3,2697658
Spinecap SAS,1,13,227.2,959282
Vision Capital Corp,1,10,227.1,4060619
"Insight 2811, Inc.",1,96,226.7,2488816
Kaizen Financial Strategies,1,150,226.7,3478861
Kilter Group LLC,1,1283,226.6,2634764
Chris Bulman Inc,1,106,226.1,3363065
"DC Investments Management, LLC",1,47,226.1,3592563
Harold Davidson & Associates Inc.,1,65,226.0,1264779
Plustick Management LLC,1,19,226.0,10380929
"Nightview Capital, LLC",1,12,225.7,920805
"Dixon Fnancial Services, Inc.",1,45,225.6,3355801
"CMG Global Holdings, LLC",1,95,225.3,2046041
"Second Half Financial Partners, LLC",1,100,225.2,4283263
Pacifica Partners Inc.,1,409,225.1,2885250
Catawba River Capital,1,21,224.8,5513720
"Spider Management Company, LLC",1,3,224.7,584977
VPR Management LLC,1,55,224.5,5990963
Matisse Capital,1,140,224.4,13174493
Roberts Financial Services LLC,1,25,224.2,4057891
"Carl P. Sherr & Co., LLC",1,124,224.0,2038069
Family CFO Inc,1,84,223.6,1926517
"Windle Wealth, LLC",1,33,223.2,2013007
"NerdWallet Wealth Partners, LLC",1,60,223.1,2041418
Humankind Investments LLC,1,18,222.9,1007977
Hengistbury Investment Partners LLP,1,4,222.7,1496770
"Darrow Company, Inc.",1,59,222.5,2748696
Mccarter Private Wealth Services LLC,1,146,222.5,1530372
Bandera Partners LLC,1,11,222.5,19298462
"Leslie Global Wealth, LLC",1,70,222.2,2945783
Core Wealth Partners LLC,1,160,222.1,2651957
"Powers Capital, LLC",1,2,222.1,365212
"Entrewealth, LLC",1,81,221.9,4140500
"General Catalyst Group Management, LLC",1,7,221.7,11061850
True Light Capital Pte. Ltd.,1,8,221.6,3084040
Lrz Capital LLC,1,18,221.5,1130985
Mitchell Sinkler & Starr /PA/,1,136,221.3,1615791
Gildi - lifeyrissjodur,1,1,221.1,3557364
Robbins Farley,1,137,220.5,2318806
"Horizon Financial Services, LLC",1,365,219.8,4746535
Alpha Family Trust,1,193,219.5,1850175
Retirement Guys Formula LLC,1,141,219.3,3021847
"Nipun Capital, L.P.",1,9,219.1,4006390
Genoa Capital Gestora de Recursos Ltda.,1,13,218.8,1370311
"PFS Partners, LLC",1,518,218.6,4737027
"Finley Financial, LLC",1,105,218.3,1669914
"Woodward Diversified Capital, LLC",1,177,218.3,3679410
Optimist Retirement Group LLC,1,108,218.3,2719849
Financial Planning Navigators CORP,1,46,217.9,3378571
IRON Financial LLC,1,128,217.6,3198928
"RWQ Financial Management Services, Inc.",1,20,217.4,826454
Western Standard LLC,1,23,216.8,15062199
"Armstrong, Fleming & Moore, Inc",1,103,216.5,3347782
Melia Wealth LLC,1,21,216.3,15982596
"Capital Today Evergreen Fund, L.P.",1,3,216.3,13585176
venBio Partners LLC,1,5,216.3,20434430
"EnCap Energy Capital Fund X, L.P.",1,1,216.2,5903074
"Legal Advantage Investments, Inc.",1,80,216.0,1163751
Knott David M Jr,1,76,215.9,11073975
Financial Futures Ltd Liability Co.,1,68,215.8,3425976
Notis-McConarty Edward,1,68,215.6,1204329
Citrine Capital LLC,1,45,215.4,3870423
"Signet Investment Advisory Group, Inc.",1,69,215.2,2511299
"Westbourne Investments, Inc.",1,134,214.9,2167832
"eCIO, Inc.",1,177,214.7,5065818
"Epiq Partners, LLC",1,70,214.5,5395780
"Sender Co & Partners, Inc.",1,79,214.5,10833574
Peoples Financial Services Corp.,1,254,214.4,1609442
"Pflug Koory, LLC",1,399,214.3,1998571
R Squared Ltd,1,464,214.0,7104870
Boyum Wealth Architects LLC,1,72,213.9,4464023
Ironclad Investments LLC,1,3,213.9,326227
"Landmark Investment Partners, L.P.",1,34,213.9,8378535
Employees' Retirement Fund of the City of Fort Worth,1,18,213.9,3466086
"CDC Financial, Inc.",1,26,213.6,27369484
Brooklands Fund Management Ltd,1,70,212.6,12748449
Alden Global Capital LLC,1,19,212.5,4517622
"William Mack & Associates, Inc.",1,85,212.5,2840992
Galilei Investment Office LLP,1,26,212.2,1380411
Rps Advisory Solutions LLC,1,109,212.0,2921621
"Westhampton Capital, LLC",1,117,211.9,1348955
C M Bidwell & Associates Ltd,1,462,211.8,3020332
Attestor Capital Ltd,1,9,211.8,9866111
May Barnhard Investments LLC,1,84,211.6,2733703
Axa S.A.,1,73,211.4,4958296
Montaka Global Pty Ltd,1,19,211.3,1061253
"Forefront Wealth Partners, LLC",1,129,211.2,2726238
Higgins & Schmidt Wealth Strategies LLC,1,58,211.1,3303089
New Vernon Capital Holdings II LLC,1,83,211.0,4971633
"Unconventional Investor, LLC",1,45,210.5,1278697
"A&i Financial Services, LLC",1,72,210.5,4846666
Kieckhefer Group LLC,1,49,210.2,2858965
Viewpoint Investment Partners Corp,1,71,210.1,3027146
Keeler Thomas Management LLC,1,91,209.8,5330387
Burk Holdings LLC,1,77,209.7,4494353
"Carroll Investors, Inc",1,31,209.3,1503927
Pilgrim Partners Asia Pte Ltd,1,101,209.3,2109947
Triavera Capital LLC,1,18,209.2,1770854
Fortune 45 LLC,1,32,209.1,1097721
SMA Capital LLC,1,41,209.0,1733137
"Cornerstone Enterprises, LLC",1,36,209.0,3731153
"Legacy Wealth Managment, LLC/ID",1,814,209.0,17910872
"Sound Stewardship, LLC",1,57,208.7,4350295
"Private Wealth Group, LLC",1,66,208.5,2908092
AXS Investments LLC,1,188,208.4,2175949
"Strategic Value Partners, LLC",1,1,208.3,9486266
"LifeWealth Investments, LLC",1,93,207.9,3591365
Intelligent Financial Strategies,1,71,207.9,1172455
Croban,1,78,207.5,3784461
University of Chicago,1,11,206.8,552039
"Murphy, Middleton, Hinkle & Parker, Inc.",1,126,206.7,2603037
"Ade, LLC",1,82,206.5,2454237
"Worth Financial Advisory Group, LLC",1,163,206.5,2532191
Praetorian PR LLC,1,12,206.4,6114990
Cannell Capital LLC,1,45,206.3,23002579
Marnell Management LLC,1,49,206.1,5560953
Darden Wealth Group Inc,1,145,206.1,1698313
"Wynn Capital, LLC",1,108,205.9,2170278
GGM Financials LLC,1,212,205.8,2914487
"McBroom & Associates, LLC",1,38,205.8,1305148
Cna Financial Corp,1,14,205.8,4373000
"Oxford Wealth Group, LLC",1,84,205.7,2282143
Excelsior Advisor Network LLC,1,165,205.7,2115771
"Thayer Partners, LLC / MA",1,85,205.6,2132674
Generali Investments Towarzystwo Funduszy Inwestycyjnych,1,139,205.5,1729167
Pachira Investments Inc.,1,71,205.5,1977144
Dow Chemical Co /DE/,1,5,205.1,883207
Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,1,24,205.0,2807275
"Olistico Wealth, LLC",1,324,205.0,1727014
"Gray Private Wealth, LLC",1,48,204.8,860385
School Employees Retirement Board of Ohio,1,4,204.7,4710437
Oakum Bay Capital LLC,1,73,204.5,4514152
Plan A Wealth LLC,1,153,204.4,3097646
Canerector Inc,1,9,204.3,1598425
"Grafton Street Partners Management Company, LLC",1,12,204.2,1109013
"Foresight Global Investors, Inc.",1,26,204.0,2904952
Trustees of the University of Pennsylvania,1,3,203.6,7208103
"Crestview Partners III GP, L.P.",1,1,203.6,13072028
William Marsh Rice University,1,2,203.5,5867891
"Baugh & Associates, LLC",1,39,203.4,2618016
Orion Resource Partners LP,1,20,203.3,32320128
"Koesten, Hirschmann & Crabtree, INC.",1,42,203.3,4525627
"Latigo Investments, LLC",1,14,203.2,1486560
First Citizens Financial Corp,1,124,202.4,1908996
"Brandywine Managers, LLC",1,38,202.3,5119165
Chou Associates Management Inc.,1,27,201.6,3406605
"Wealth Intelligence, LLC",1,54,201.5,2362252
"Financial Freedom, LLC",1,326,201.5,1859590
North Ground Capital,1,30,201.4,22155168
Decker Retirement Planning Inc.,1,200,201.1,3059079
American Financial & Tax Strategies Inc,1,91,200.7,3466017
"Birchbrook, Inc.",1,284,200.6,2856731
"Asset Advisory Group, Inc.",1,119,200.2,2555688
Declaration Partners LP,1,1,200.1,14786990
"Henderson Brothers Financial Partners, LLC",1,71,199.6,3178501
Econ Financial Services Corp,1,74,199.4,3674161
"L.K. Benson & Company, P.C.",1,106,199.3,3285142
Delaney Dennis R,1,46,199.0,1187965
Prepared Retirement Institute LLC,1,74,198.7,3125389
Fairfield University,1,3,198.5,705613
Optimize Financial Inc,1,310,198.5,5477665
Planning Directions Inc,1,97,198.4,3063850
Innova Wealth Partners,1,135,198.3,3206020
BDFS Capital LLC,1,129,198.1,3119901
Share Andrew L.,1,11,198.0,81073990
Brown Financial Advisory,1,55,197.9,2297861
Washington University,1,4,197.8,11074764
"Miura Global Management, LLC",1,16,197.7,784300
Integrity Financial Corp /WA,1,219,197.5,2596953
"Allodium Investment Consultants, LLC",1,50,197.3,3818211
KilterHowling LLC,1,49,197.3,2418207
Cincinnati Casualty Co,1,23,197.1,1389209
Enterprise Financial Services Corp,1,157,197.0,1479884
International City Management Association Retirement Corp,1,6,196.9,1824320
Sprinkle Financial Consultants LLC,1,80,196.8,3779549
True Vision MN LLC,1,106,196.8,3089030
"Griffith & Werner, Inc.",1,65,196.4,2488784
Mithaq Capital SPC,1,3,196.3,34224805
Successful Portfolios LLC,1,188,196.3,2617469
Flower City Capital,1,42,196.1,1600294
"Torren Management, LLC",1,1405,195.8,2986816
"apricus wealth, LLC",1,117,195.8,2968311
"TenCore Partners, LP",1,14,195.6,984900
"Forest Hill Capital, LLC",1,34,195.6,4521482
"OMNI 360 Wealth, Inc.",1,123,195.3,2476959
HealthCor Partners Management LP,1,1,195.2,6697556
BostonPremier Wealth LLC,1,65,195.2,1451820
Aufman Associates Inc,1,66,195.1,1849878
"Symphony Financial Services, Inc.",1,93,195.1,3184267
Inherent Management Corp.,1,8,194.9,5904269
"Jones Kertz & Associates, Inc.",1,55,194.6,1113967
"POM Investment Strategies, LLC",1,323,194.5,3323530
Friedenthal Financial,1,229,194.4,3555172
Destiny Capital Corp/CO,1,52,194.3,2239351
Langdon Equity Partners,1,12,194.2,3838242
"GatePass Capital, LLC",1,137,194.0,7855024
Kearns & Associates LLC,1,39,193.6,1165919
"VAUGHAN & Co SECURITIES, INC.",1,56,193.4,1855177
"Visionary Horizons, LLC",1,107,193.3,3586660
"Disciplined Equity Management, Inc.",1,59,193.0,3654031
"Jim Saulnier & Associates, LLC",1,82,192.9,3976560
Vestment Financial LLC,1,34,192.8,4159859
Advanced Micro Devices Inc,1,2,192.7,6865337
"Ameriflex Group, Inc.",1,1015,192.6,2325163
Carson Advisory Inc.,1,177,192.4,3399830
VVR Holdings LLC,1,36,192.4,2002031
"Kaufman Rossin Wealth, LLC",1,153,192.0,3689273
Littlejohn & Co LLC,1,11,192.0,14194228
Dempze Nancy E,1,80,192.0,1498946
"Novak & Powell Financial Services, Inc.",1,155,191.7,1484526
"Steffes Financial, Ltd.",1,27,191.5,1808031
"Turning Point Benefit Group, Inc.",1,793,191.4,3511915
Sbe LLC Dba Cedar Cove Wealth Partners,1,76,191.3,4254029
"Patrick Mauro Investment Advisor, INC.",1,42,191.3,2219246
West Bancorporation Inc,1,98,190.9,1621657
Palmer Knight Co,1,32,190.5,998730
Foundry Financial LLC,1,65,190.3,3900729
Aurora Investment Counsel,1,86,190.2,3575763
OxenFree Capital LLC,1,31,190.2,4785385
"Fairfield, Bush & Co.",1,114,189.5,1200083
Alpine Fox Capital LLC,1,18,189.5,9649806
"Mission Hills Financial Advisory, LLC",1,49,189.4,7451948
Gouws Capital LLC,1,55,189.2,664816
Envision Financial LLC,1,40,189.2,3566197
"Pennant Select, LLC",1,12,189.0,2829228
"MB Generational Wealth, LLC",1,65,188.9,4630462
Hofer & Associates. Inc,1,65,188.7,2007396
"Rachor Investment Advisory Services, LLC",1,406,188.5,4375517
Accel Leaders 3 Associates L.P.,1,0,188.5,2251905
"Granville Capital, Inc.",1,82,188.5,1850514
Treasure Coast Financial Planning,1,39,188.3,3669315
Saranac Partners Ltd,1,67,188.2,1479193
Stegner Investment Associates Inc.,1,29,188.2,1340202
"Andrews Advisory Associates, LLC",1,80,188.1,2319065
"First Bancorp, Inc /ME/",1,124,188.1,2279957
Claris Financial LLC,1,162,188.0,1945808
Pelham Capital Ltd.,1,11,187.9,1197570
"Next Level Wealth Planning, LLC",1,65,187.9,2133921
David J Yvars Group,1,85,187.9,2026300
"LCW Services, LLC",1,39,187.8,3159642
Granite FO LLC,1,175,187.5,1548354
"TritonPoint Partners, LLC",1,150,187.3,1776123
"Broadway Wealth Solutions, Inc.",1,92,187.2,3347226
"GuidedMoney, LLC",1,30,187.2,1714981
"Boomfish Wealth Group, LLC",1,84,187.1,1241229
Brown Shipley& Co Ltd,1,70,187.0,835387
"1248 Management, LLC",1,150,186.9,4983662
J Digital 6 LLC,1,2,186.4,11224430
"Investments & Financial Planning, LLC",1,37,186.3,1755194
"Panoramic Capital, LLC",1,35,186.3,3717778
"Sage Private Wealth Group, LLC",1,89,186.0,2736346
"Financial Architects, LLC",1,30,185.9,3627631
General Motors Holdings LLC,1,3,185.9,46187615
"Aventura Private Wealth, LLC",1,699,185.8,1812261
Greencape Capital Pty Ltd,1,1,185.8,2722911
Semus Wealth Partners LLC,1,108,185.6,1609653
"Strategic Planning, Inc.",1,51,185.6,3864895
"Hoge Financial Services, LLC",1,70,185.5,1456880
"Stephens Group, LLC",1,3,185.4,21481010
EVR Research LP,1,32,185.3,11615854
"BCK Partners, Inc.",1,27,185.0,1736988
"Robinson Value Management, Ltd.",1,74,185.0,2099927
Tribune Investment Group LP,1,17,184.4,1295000
Element Squared LLC,1,44,184.3,1824493
"GS Investments, Inc.",1,115,184.1,1077315
denkapparat Operations GmbH,1,292,183.9,2261620
Lynx Investment Advisory,1,158,183.3,2604572
Cromwell Holdings LLC,1,966,183.2,1518321
Attessa Capital LLC,1,32,182.9,2338317
"Brucke Financial, Inc.",1,163,182.9,2829198
"Alchemi Wealth, LLC",1,145,182.9,2333620
Straightline Group LLC,1,13,182.9,4162792
"Aspen Wealth Strategies, LLC",1,81,182.8,2200144
"William B. Walkup & Associates, Inc.",1,165,182.7,1500023
"Cladis Investment Advisory, LLC",1,152,182.7,1978182
"Frederick Financial Consultants, LLC",1,103,182.7,2078219
"Sachetta, LLC",1,994,182.6,2308672
Wolff Wiese Magana LLC,1,882,182.6,1732963
"Ables, Iannone, Moore & Associates, Inc.",1,59,182.6,1028135
Capasso Planning Partners LLC,1,67,182.6,2447040
"Fpc Investment Advisory, Inc.",1,34,182.5,3060267
"Eight 31 Financial, LLC",1,69,182.4,4766713
Sutton Place Investors LLC,1,129,182.1,2466509
"Stephenson & Company, Inc.",1,45,182.1,1505724
C V Starr & Co Inc,1,4,182.0,1822141
Colrain Capital LLC,1,21,181.9,2316372
"Trademark Financial Management, LLC",1,86,181.7,2396419
Cross Staff Investments Inc,1,130,181.5,2302614
Robert Bosch GmbH,1,2,181.4,15027236
Stilwell Value LLC,1,17,181.4,7851291
Four Tree Island Advisory LLC,1,19,181.2,2494116
"Tilia Fiduciary Partners, Inc.",1,115,181.2,1144461
Bayhunt Capital LLC,1,18,181.1,5034288
"Axis Wealth Partners, LLC",1,161,181.0,2691460
"Signature Equity Partners, LLC",1,1408,180.8,3294499
"J Hagan Capital, Inc.",1,70,180.7,2436279
Laurel Wealth Planning LLC,1,55,180.5,2493616
Buckland Partners Management Co LLC,1,101,180.4,2735436
"Lotus Technology Management, LP",1,139,180.0,5946337
Meritech Capital Associates V L.L.C.,1,2,179.7,1757221
Hara Capital LLC,1,275,179.7,4537031
"Mpwm Advisory Solutions, LLC",1,509,179.5,2709423
Sun Financial Inc,1,152,179.4,3070494
Everest Management Corp.,1,62,179.3,1905963
American Airlines Group Inc.,1,1,179.2,9755889
Beacon Financial Strategies CORP,1,181,179.2,2037484
Keynote Financial Services LLC,1,153,178.8,2888732
"FACT Capital, LP",1,17,178.8,2191404
"Kure Advisory, LLC",1,55,178.8,3526685
"Marest Capital, LLC",1,26,178.8,725685
"Objectivity Squared, LLC",1,53,178.8,2118593
"Mountaineer Partners Management, LLC",1,16,178.7,7217905
"Hurley Capital, LLC",1,504,178.7,3548267
Insight Inv LLC,1,108,178.4,1599028
"Pettee Investors, Inc.",1,91,178.3,1330552
"Vision One Management Partners, LP",1,10,178.2,6171902
Corsicana & Co.,1,256,178.2,1279206
"Beckerman Institutional, LLC",1,110,178.1,2912820
"Viawealth, LLC",1,148,177.8,1735891
"Arrien Investments, Inc.",1,45,177.3,3228112
"Meriwether Wealth & Planning, LLC",1,117,177.3,4058712
"Wealth Forward, LLC",1,42,177.0,2988392
Karnit Road Accident Victims Compensation Fund,1,15,176.9,444258
"Presper Financial Architects, LLC",1,53,176.9,2213442
"United Airlines Holdings, Inc.",1,2,176.7,13565995
"Pacific Wealth Strategies Group, Inc.",1,55,176.6,2884601
Financial Designs Corp,1,21,176.6,3383019
"CAP Partners, LLC",1,130,176.5,2761350
"General Partner, Inc.",1,157,176.4,1060734
William Allan Corp,1,58,176.3,1084841
"Pinney & Scofield, Inc.",1,204,176.2,3451229
"Swisher Financial Concepts, Inc.",1,91,176.1,2498609
EJF Capital LLC,1,74,176.1,8087380
"Mercuria Capital Strategies, LLC",1,21,176.1,9903653
Wormser Freres Gestion,1,38,176.0,801519
"Burrus Financial Services, Inc.",1,12,175.9,1891041
"McHugh Group, LLC",1,78,175.8,791745
"Strategic Financial Planning, Inc.",1,38,175.8,4506902
"Gridiron Partners, LLC",1,41,175.5,5306793
"Teca Partners, LP",1,11,175.3,2695004
"Lam Group, Inc.",1,69,174.7,2876019
Howard Hughes Medical Institute,1,487,174.7,315555
"Equitec Proprietary Markets, LLC",1,37,174.2,4844895
Shearwater Capital LLC,1,53,174.2,3951684
HarbourVest Partners LLC,1,6,174.2,8225011
Prospect Financial Services LLC,1,100,174.1,1867243
Farrow Financial Inc.,1,51,174.0,2190124
Stephens Greth Foundation,1,4,173.9,520019
"Coordinated Financial Services, Inc.",1,172,173.9,2138634
"Trivant Custom Portfolio Group, LLC",1,69,173.6,1141325
"Financial Planning Hawaii, Inc.",1,125,173.6,1124285
Optivise Advisory Services LLC,1,187,173.5,2847270
H Squared Management LP,1,10,173.3,766671
Presima Securities ULC,1,48,173.3,4483538
Lennar Corp /NEW/,1,1,173.0,22736534
"Heronetta Management, L.P.",1,24,172.9,3954122
Finivi Inc.,1,101,172.9,1762775
"Michael S. Ryan, Inc.",1,53,172.9,3194048
"Williams Financial, LLC",1,24,172.8,3330554
Tacita Capital Inc,1,208,172.6,2667492
"Align Financial, LLC",1,372,172.4,172411580
LeClair Wealth Partners LLC,1,107,172.4,2821748
SeaTown Holdings Pte. Ltd.,1,17,172.4,753519
Tranquilli Financial Advisor LLC,1,128,172.4,2152277
"Anderson Financial Strategies, LLC",1,34,172.3,3769102
"Financial Alternatives, Inc",1,83,172.0,2941249
Independent Order of Foresters,1,2,171.7,886609
"Fischer Investment Strategies, LLC",1,44,171.6,2447199
"Fee-Only Financial Planning, L.C.",1,42,171.5,833992
Arwa LLC,1,121,171.3,1595057
"Beaconlight Capital, LLC",1,21,171.2,3963195
"IES Holdings, Inc.",1,11,171.2,10823412
"Forbes Financial Planning, Inc.",1,36,171.0,2070217
"Graney & King, LLC",1,339,171.0,2585806
Ames National Corp,1,65,170.8,1249982
"Birchview Capital, LP",1,62,170.8,9215269
PJT Investments Corp.,1,6,170.8,1720680
"Sfm, LLC",1,59,170.7,1252911
Ariston Services Group,1,69,170.5,1493090
Windward Management LP,1,7,170.5,10668342
"Daviman Financial, LLC",1,82,170.4,2579459
Astra Wealth Partners LLC,1,93,170.1,1900342
"Millstone Evans Group, LLC",1,790,170.0,1740449
Holos Integrated Wealth LLC,1,290,169.9,4383363
"Klein Pavlis & Peasley Financial, Inc.",1,92,169.7,2338692
MQS Management LLC,1,377,169.6,3477521
Farrell Financial LLC,1,72,169.6,1952759
JGP Global Gestao de Recursos Ltda.,1,40,169.5,13432214
Rainwater Charitable Foundation,1,4,169.5,1589684
"EnCap Energy Capital Fund XII, L.P.",1,1,169.3,1126468
Applied Capital LLC/FL,1,91,168.8,1295437
"Bush Investment Group, LLC",1,37,168.8,3044126
