crd,firm_name,legal_name,city,state,aum_billions,name_match_score,flag
107563,GHP INVESTMENT ADVISORS INC,GHP INVESTMENT ADVISORS INC,DENVER,CO,2.72,100,MINOR_VARIANT
150593,"SENTRY, LLC","SENTRY, LLC",MEMPHIS,TN,2.72,100,MINOR_VARIANT
142820,"GREENWICH WEALTH MANAGEMENT, LLC",GREENWICH WEALTH MANAGEMENT LLC,GREENWICH,CT,2.71,98,MINOR_VARIANT
297693,"SYSTEMATIC ALPHA INVESTMENTS, LLC","SYSTEMATIC ALPHA INVESTMENTS, LLC",PRINCETON,NJ,2.71,100,MINOR_VARIANT
130640,GIVERNY CAPITAL,GIVERNY CAPITAL INC.,MONTREAL,,2.7,86,MINOR_VARIANT
138240,"MITCHELL, MCLEOD, PUGH & WILLIAMS, INC.","MITCHELL,  MCLEOD,  PUGH & WILLIAMS,  INC.",,,2.7,100,MINOR_VARIANT
3711,"WATERS, PARKERSON & CO., LLC","WATERS, PARKERSON & CO., LLC",NEW ORLEANS,LA,2.69,100,MINOR_VARIANT
46217,HOLLENCREST CAPITAL MANAGEMENT,"HOLLENCREST CAPITAL MANAGEMENT, LLC",NEWPORT BEACH,CA,2.67,92,MINOR_VARIANT
120990,CERTIFIED ADVISORY CORP,CERTIFIED ADVISORY CORP,ALTAMONTE SPRINGS,FL,2.67,100,MINOR_VARIANT
110145,"RETIREMENT INCOME SOLUTIONS, INC.","RETIREMENT INCOME SOLUTIONS, INC.",ANN ARBOR,MI,2.66,100,MINOR_VARIANT
129609,"THOMPSON INVESTMENT MANAGEMENT, INC.","THOMPSON INVESTMENT MANAGEMENT, INC.",MADISON,WI,2.66,100,MINOR_VARIANT
281263,"ADAMS DIVERSIFIED EQUITY FUND, INC.","ADAMS DIVERSIFIED EQUITY FUND, INC.",BALTIMORE,MD,2.66,100,MINOR_VARIANT
110861,AMERICAN CAPITAL MANAGEMENT INC,AMERICAN CAPITAL MANAGEMENT INC,NEW YORK,NY,2.64,100,MINOR_VARIANT
172379,COUNTERPOINT FUNDS,"COUNTERPOINT MUTUAL FUNDS, LLC",SAN DIEGO,CA,2.63,75,DBA_MISMATCH
148836,"GIBSON CAPITAL, LLC","GIBSON CAPITAL, LLC",WEXFORD,PA,2.62,100,MINOR_VARIANT
109001,CAPITAL COUNSEL LLC,CAPITAL COUNSEL LLC,NEW YORK,NY,2.6,100,MINOR_VARIANT
307575,SOURCEROCK GROUP LLC,SOURCEROCK GROUP LLC,DENVER,CO,2.6,100,MINOR_VARIANT
122266,"WINDSOR ADVISORY GROUP, LLC","WINDSOR ADVISORY GROUP, LLC",COLUMBUS,OH,2.58,100,MINOR_VARIANT
116021,"VICUS CAPITAL, INC.","VICUS CAPITAL, INC.",STATE COLLEGE,PA,2.57,100,MINOR_VARIANT
106905,FOSTER & MOTLEY INC,"FOSTER & MOTLEY, INC.",CINCINNATI,OH,2.54,95,MINOR_VARIANT
104683,NPF INVESTMENT ADVISORS,NORRIS PERNE & FRENCH LLP,GRAND RAPIDS,MI,2.53,25,DBA_MISMATCH
107219,SJS INVESTMENT SERVICES,SJS INVESTMENT CONSULTING INC,SYLVANIA,OH,2.53,54,DBA_MISMATCH
135184,"MCKINLEY CARTER WEALTH SERVICES, INC.","MCKINLEY CARTER WEALTH SERVICES, INC.",WHEELING,WV,2.53,100,MINOR_VARIANT
197522,DUNDAS GLOBAL INVESTORS,DUNDAS PARTNERS LLP,EDINBURGH,,2.53,67,DBA_MISMATCH
110506,SARATOGA RESEARCH & INVESTMENT MANAGEMENT,SARATOGA RESEARCH & INVESTMENT MANAGEMENT,SARATOGA,CA,2.51,100,MINOR_VARIANT
305834,"MAIN STREET FINANCIAL SOLUTIONS, LLC","MAIN STREET FINANCIAL SOLUTIONS, LLC",NEWTOWN,PA,2.49,100,MINOR_VARIANT
109032,"CREATIVE FINANCIAL DESIGNS, INC.","CREATIVE FINANCIAL DESIGNS, INC.",KOKOMO,IN,2.48,100,MINOR_VARIANT
116240,"KEY FINANCIAL, INC.","KEY FINANCIAL, INC.",WEST CHESTER,PA,2.46,100,MINOR_VARIANT
156393,"OXBOW ADVISORS, LLC","OXBOW ADVISORS, LLC",AUSTIN,TX,2.46,100,MINOR_VARIANT
125004,REGAL INVESTMENT ADVISORS LLC,REGAL INVESTMENT ADVISORS LLC,KENTWOOD,MI,2.45,100,MINOR_VARIANT
125696,RZH ADVISORS LLC,"RELYEA ZUCKERBERG HANSON, LLC",STAMFORD,CT,2.45,44,DBA_MISMATCH
108400,"GUYASUTA INVESTMENT ADVISORS, INCORPORATED","GUYASUTA INVESTMENT ADVISORS, INCORPORATED",PITTSBURGH,PA,2.44,100,MINOR_VARIANT
109341,CAPSTONE FINANCIAL ADVISORS INC,CAPSTONE FINANCIAL ADVISORS INC,DOWNERS GROVE,IL,2.44,100,MINOR_VARIANT
109505,DOMINI IMPACT INVESTMENTS LLC,DOMINI IMPACT INVESTMENTS LLC,NEW YORK,NY,2.44,100,MINOR_VARIANT
107177,"MERITAGE PORTFOLIO MANAGEMENT, INC.","MERITAGE PORTFOLIO MANAGEMENT, INC.",OVERLAND PARK,KS,2.42,100,MINOR_VARIANT
105343,"BALDWIN WEALTH PARTNERS, LLC","BALDWIN WEALTH PARTNERS, LLC",MARION,MA,2.41,100,MINOR_VARIANT
105413,POTOMAC,POTOMAC FUND MANAGEMENT INC,BETHESDA,MD,2.41,41,DBA_MISMATCH
107480,STEGNER INVESTMENT ASSOCIATES INC,STEGNER INVESTMENT ASSOCIATES INC,LOUISVILLE,KY,2.41,100,MINOR_VARIANT
114629,MAIN STREET RESEARCH LLC,MAIN STREET RESEARCH LLC,LAKEVILLE,CT,2.38,100,MINOR_VARIANT
133157,"STAIRWAY PARTNERS, LLC","STAIRWAY PARTNERS, LLC",MINNEAPOLIS,MN,2.36,100,MINOR_VARIANT
141024,"HARDY REED, LLC","HARDY REED, LLC",TUPELO,MS,2.36,100,MINOR_VARIANT
158081,"NANTAHALA CAPITAL MANAGEMENT, LLC","NANTAHALA CAPITAL MANAGEMENT, LLC",NEW CANAAN,CT,2.35,100,MINOR_VARIANT
107113,NICHOLS & PRATT ADVISERS LLP,NICHOLS & PRATT ADVISERS LLP,BOSTON,MA,2.32,100,MINOR_VARIANT
110729,COOKSON PEIRCE WEALTH MANAGEMENT,COOKSON PEIRCE & CO INC,PITTSBURGH,PA,2.32,58,DBA_MISMATCH
298610,MADISON AVENUE PARTNERS LP,"MADISON AVENUE PARTNERS, LP",NEW YORK,NY,2.3,98,MINOR_VARIANT
170914,MCADAM LLC,MCADAM LLC,RADNOR,PA,2.29,100,MINOR_VARIANT
109677,STRATEGIC FINANCIAL SERVICES,"STRATEGIC FINANCIAL SERVICES, INC.",UTICA,NY,2.28,90,MINOR_VARIANT
109344,"SATHER FINANCIAL GROUP, INC.","SATHER FINANCIAL GROUP, INC.",VICTORIA,TX,2.27,100,MINOR_VARIANT
111872,"IPI WEALTH MANAGEMENT, INC.","KOSHINSKI ASSET MANAGEMENT, INC.-DBA IPI ASSET MANAGEMENT, INC.",DECATUR,IL,2.25,51,DBA_MISMATCH
121560,"DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL, INC.","DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL, INC.",BLOOMFIELD HILLS,MI,2.25,100,MINOR_VARIANT
104764,COZAD ASSET MANAGEMENT INC,COZAD ASSET MANAGEMENT INC,CHAMPAIGN,IL,2.24,100,MINOR_VARIANT
129800,SANDHILL INVESTMENT MANAGEMENT,SANDHILL CAPITAL PARTNERS LLC,BUFFALO,NY,2.23,51,DBA_MISMATCH
110676,NEWSOUTH CAPITAL MANAGEMENT INC,NEWSOUTH CAPITAL MANAGEMENT INC,MEMPHIS,TN,2.21,100,MINOR_VARIANT
152116,"CKW FINANCIAL GROUP, LLC","CKW FINANCIAL GROUP, LLC",HONOLULU,HI,2.21,100,MINOR_VARIANT
121307,"ACROPOLIS INVESTMENT MANAGEMENT, L.L.C.","ACROPOLIS INVESTMENT MANAGEMENT, L.L.C.",CHESTERFIELD,MO,2.2,100,MINOR_VARIANT
137481,"ROCKWOOD WEALTH MANAGEMENT, LLC","ROCKWOOD WEALTH MANAGEMENT, LLC",NEW HOPE,PA,2.19,100,MINOR_VARIANT
147663,"JACOBI CAPITAL MANAGEMENT, LLC","JACOBI CAPITAL MANAGEMENT, LLC",PITTSTON,PA,2.19,100,MINOR_VARIANT
151478,"GLASSMAN WEALTH SERVICES, LLC","GLASSMAN WEALTH SERVICES, LLC",VIENNA,VA,2.19,100,MINOR_VARIANT
283549,"MOODY, LYNN, LIEBERSON & WALKER, LLC","MOODY, LYNN, LIEBERSON & WALKER, LLC",BOSTON,MA,2.19,100,MINOR_VARIANT
170737,"WIL, LLC","WIL, LLC",PALO ALTO,CA,2.18,100,MINOR_VARIANT
283656,FOSTER VICTOR,"FOSTER VICTOR WEALTH ADVISORS, LLC",GREENVILLE,SC,2.15,55,DBA_MISMATCH
290289,ROOT FINANCIAL PARTNERS,"ROOT FINANCIAL PARTNERS, LLC",AUSTIN,TX,2.15,90,MINOR_VARIANT
132844,"NFC INVESTMENTS, LLC","NFC INVESTMENTS, LLC",MEMPHIS,TN,2.14,100,MINOR_VARIANT
147346,"ARCUS CAPITAL PARTNERS, LLC","ARCUS CAPITAL PARTNERS, LLC",ATLANTA,GA,2.12,100,MINOR_VARIANT
165403,"CORRY CAPITAL ADVISORS, LLC","CORRY CAPITAL ADVISORS, LLC",VERO BEACH,FL,2.11,100,MINOR_VARIANT
117962,"PUNCH & ASSOCIATES INVESTMENT MANAGEMENT, INC.","PUNCH & ASSOCIATES INVESTMENT MANAGEMENT, INC.",EDINA,MN,2.09,100,MINOR_VARIANT
138032,"BASSWOOD CAPITAL MANAGEMENT, L.L.C.","BASSWOOD CAPITAL MANAGEMENT, L.L.C.",NEW YORK,NY,2.09,100,MINOR_VARIANT
111855,"KOSS-OLINGER CONSULTING, LLC.","KOSS-OLINGER CONSULTING, LLC.",GAINESVILLE,FL,2.08,100,MINOR_VARIANT
307336,"PATIENT CAPITAL MANAGEMENT, LLC","PATIENT CAPITAL MANAGEMENT, LLC",BALTIMORE,MD,2.08,100,MINOR_VARIANT
166815,RAITH CAPITAL PARTNERS,"RAITH CAPITAL PARTNERS, LLC",NEW YORK,NY,2.07,90,MINOR_VARIANT
158263,EW HEALTHCARE PARTNERS,"ESSEX WOODLANDS MANAGEMENT, INC.",THE WOODLANDS,TX,2.05,33,DBA_MISMATCH
104995,"ATWOOD & PALMER, INC.","ATWOOD & PALMER, INC.",KANSAS CITY,MO,2.04,100,MINOR_VARIANT
104627,"HOWE AND RUSLING, INC.","HOWE AND RUSLING, INC.",ROCHESTER,NY,2.03,100,MINOR_VARIANT
110971,"GRANDFIELD & DODD, LLC","GRANDFIELD & DODD, LLC",NEW YORK,NY,2.03,100,MINOR_VARIANT
288210,GRYPHON FINANCIAL PARTNERS,"GRYPHON FINANCIAL PARTNERS, LLC",COLUMBUS,OH,2.03,91,MINOR_VARIANT
3441,SMITH MOORE & CO.,SMITH MOORE & CO.,CLAYTON,MO,2.01,100,MINOR_VARIANT
109034,GEMMER ASSET MANAGEMENT LLC,GEMMER ASSET MANAGEMENT LLC,WALNUT CREEK,CA,2.01,100,MINOR_VARIANT
104969,"NEVILLE, RODIE & SHAW INC","NEVILLE, RODIE & SHAW INC",NEW YORK,NY,2.0,100,MINOR_VARIANT
105208,"BLACKHILL CAPITAL, INC","BLACKHILL CAPITAL, INC",MORRISTOWN,NJ,2.0,100,MINOR_VARIANT
108046,"CORDA INVESTMENT MANAGEMENT, LLC","CORDA INVESTMENT MANAGEMENT, LLC",HOUSTON,TX,2.0,100,MINOR_VARIANT
143311,"ELSER FINANCIAL PLANNING, INC.","ELSER FINANCIAL PLANNING, INC.",INDIANAPOLIS,IN,2.0,100,MINOR_VARIANT
146759,FORT POINT CAPITAL PARTNERS LLC,FORT POINT CAPITAL PARTNERS LLC,SAN FRANCISCO,CA,2.0,100,MINOR_VARIANT
107485,BSW WEALTH PARTNERS,"BSW WEALTH PARTNERS, INC., A  PUBLIC BENEFIT CORPORATION",BOULDER,CO,1.98,51,DBA_MISMATCH
133802,"PRIVATE WEALTH PARTNERS, LLC","PRIVATE WEALTH PARTNERS, LLC",MILL VALLEY,CA,1.98,100,MINOR_VARIANT
148679,"MARKS GROUP WEALTH MANAGEMENT, INC.","MARKS GROUP WEALTH MANAGEMENT, INC.",MINNETONKA,MN,1.97,100,MINOR_VARIANT
164696,SELLWOOD INVESTMENT PARTNERS LLC,SELLWOOD INVESTMENT PARTNERS LLC,PORTLAND,OR,1.96,100,MINOR_VARIANT
106817,PINNACLE ADVISORS,"PINNACLE WEALTH PLANNING SERVICES, INC.",MANSFIELD,OH,1.94,36,DBA_MISMATCH
110291,AMI ASSET MANAGEMENT CORP,AMI ASSET MANAGEMENT CORP,LOS ANGELES,CA,1.93,100,MINOR_VARIANT
141473,WEALTHQUEST CORPORATION,WEALTHQUEST CORPORATION,CINCINNATI,OH,1.93,100,MINOR_VARIANT
122617,"NADLER FINANCIAL GROUP, INC.","NADLER FINANCIAL GROUP, INC.",DEERFIELD,IL,1.92,100,MINOR_VARIANT
171922,MONECO ADVISORS,"MONECO ADVISORS, LLC",FAIRFIELD,CT,1.92,86,MINOR_VARIANT
110453,CLARET ASSET MANAGEMENT CORP,CLARET ASSET MANAGEMENT CORP,MONTREAL QUEBEC,,1.91,100,MINOR_VARIANT
112155,PATRIOT INVESTMENT MANAGEMENT GROUP INC,PATRIOT INVESTMENT MANAGEMENT GROUP INC,KNOXVILLE,TN,1.91,100,MINOR_VARIANT
297176,HEARD CAPITAL LLC,HEARD CAPITAL LLC,CHICAGO,IL,1.91,100,MINOR_VARIANT
106785,STACK FINANCIAL MANAGEMENT INC,STACK FINANCIAL MANAGEMENT INC,WHITEFISH,MT,1.9,100,MINOR_VARIANT
107764,TRAPHAGEN FINANCIAL GROUP,TRAPHAGEN INVESTMENT ADVISORS LLC,ORADELL,NJ,1.9,48,DBA_MISMATCH
107994,"ABACUS PLANNING GROUP, INC.","ABACUS PLANNING GROUP, INC.",COLUMBIA,SC,1.9,100,MINOR_VARIANT
286477,PERENNIAL FINANCIAL SERVICES,"PERENNIAL INVESTMENT ADVISORS, LLC",LOS ANGELES,CA,1.9,45,DBA_MISMATCH
150351,RETIREMENT MANAGEMENT SYSTEMS,"RETIREMENT MANAGEMENT SYSTEMS, INC.",LEONARDTOWN,MD,1.89,91,MINOR_VARIANT
154828,"FOCUSED WEALTH MANAGEMENT, INC.","FOCUSED WEALTH MANAGEMENT, INC.",NEWBURGH,NY,1.89,100,MINOR_VARIANT
157646,"DT INVESTMENT PARTNERS, LLC","DT INVESTMENT PARTNERS, LLC",CHADDS FORD,PA,1.89,100,MINOR_VARIANT
173736,CAPTRUST WEALTH ADVISORS,"WELL DONE, LLC",HOLLAND,MI,1.89,42,DBA_MISMATCH
133017,HUMAN INVESTING,"HUMAN INVESTING, LLC",LAKE OSWEGO,OR,1.88,86,MINOR_VARIANT
159752,"NIPUN CAPITAL, L.P.","NIPUN CAPITAL, L.P.",FOSTER CITY,CA,1.88,100,MINOR_VARIANT
104623,AVITY INVESTMENT MANAGEMENT INC.,AVITY INVESTMENT MANAGEMENT INC.,GREENWICH,CT,1.86,100,MINOR_VARIANT
105957,ALBION FINANCIAL GROUP,ALBION MANAGEMENT GROUP,SALT LAKE CITY,UT,1.86,53,DBA_MISMATCH
288114,"SAMSARA BIOCAPITAL, LLC","SAMSARA BIOCAPITAL, LLC",,,1.86,100,MINOR_VARIANT
108857,PECONIC PARTNERS LLC,PECONIC PARTNERS LLC,NEW YORK,NY,1.84,100,MINOR_VARIANT
111291,"AZZAD ASSET MANAGEMENT, INC.","AZZAD ASSET MANAGEMENT, INC.",FALLS CHURCH,VA,1.84,100,MINOR_VARIANT
146616,"REDHAWK WEALTH ADVISORS, INC.","REDHAWK WEALTH ADVISORS, INC.",BLOOMINGTON,MN,1.84,100,MINOR_VARIANT
157423,ALPHASTAR CAPITAL MANAGEMENT,"ALPHASTAR CAPITAL MANAGEMENT, LLC",CORNELIUS,NC,1.84,92,MINOR_VARIANT
107316,EUBEL BRADY & SUTTMAN,EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,MIAMISBURG,OH,1.83,67,DBA_MISMATCH
156131,"CACTI ASSET MANAGEMENT, LLC","CACTI ASSET MANAGEMENT, LLC",,,1.82,100,MINOR_VARIANT
307801,GRAND ALLIANCE ASSET MANAGEMENT LTD.,GRAND ALLIANCE ASSET MANAGEMENT LTD.,HONG KONG,,1.81,100,MINOR_VARIANT
305473,"8 KNOTS MANAGEMENT, LLC","8 KNOTS MANAGEMENT, LLC",DALLAS,TX,1.81,100,MINOR_VARIANT
106895,PDS PLANNING INC,PDS PLANNING INC,DUBLIN,OH,1.79,100,MINOR_VARIANT
281266,"SPYGLASS CAPITAL MANAGEMENT, LLC","SPYGLASS CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,1.79,100,MINOR_VARIANT
282863,"INVST, LLC","INVST, LLC",INDIANAPOLIS,IN,1.79,100,MINOR_VARIANT
132436,"ABSOLUTE INVESTMENT ADVISERS, LLC","ABSOLUTE INVESTMENT ADVISERS, LLC",ROSEMARY BEACH,FL,1.78,100,MINOR_VARIANT
107488,ADELL HARRIMAN & CARPENTER,ADELL HARRIMAN & CARPENTER INC,HOUSTON,TX,1.76,93,MINOR_VARIANT
111002,LEE DANNER & BASS INC,LEE DANNER & BASS INC,NASHVILLE,TN,1.76,100,MINOR_VARIANT
105289,"WBH ADVISORY, INC.","WBH ADVISORY, INC.",BALTIMORE,MD,1.74,100,MINOR_VARIANT
152242,"CLEAR HARBOR ASSET MANAGEMENT, LLC","CLEAR HARBOR ASSET MANAGEMENT, LLC",STAMFORD,CT,1.74,100,MINOR_VARIANT
156869,"QUANTITATIVE INVESTMENT MANAGEMENT, LLC","QUANTITATIVE INVESTMENT MANAGEMENT, LLC",CHARLOTTESVILLE,VA,1.74,100,MINOR_VARIANT
105637,"THE HARBOR GROUP, INC.","THE HARBOR GROUP, INC.",BEDFORD,NH,1.73,100,MINOR_VARIANT
108170,MARCO INVESTMENT MANAGEMENT LLC,MARCO INVESTMENT MANAGEMENT LLC,ATLANTA,GA,1.73,100,MINOR_VARIANT
173851,ELLENBECKER INVESTMENT GROUP,"ELLENBECKER INVESTMENT GROUP, INC.",WAUKESHA,WI,1.73,90,MINOR_VARIANT
110532,SILVEROAK WEALTH MANAGEMENT LLC,SILVEROAK WEALTH MANAGEMENT LLC,EDINA,MN,1.72,100,MINOR_VARIANT
158964,NOVEM GROUP,NOVEM GROUP,ROCHESTER,NY,1.72,100,MINOR_VARIANT
109599,CENTER FOR FINANCIAL PLANNING INC,CENTER FOR FINANCIAL PLANNING INC,SOUTHFIELD,MI,1.71,100,MINOR_VARIANT
315694,"NILSINE PARTNERS, LLC","NILSINE PARTNERS, LLC",GREENWOOD VILLAGE,CO,1.71,100,MINOR_VARIANT
323369,SP ASSET MANAGEMENT LLC,SP ASSET MANAGEMENT LLC,CUPERTINO,CA,1.71,100,MINOR_VARIANT
171107,TWELVE POINTS WEALTH MANAGEMENT,TWELVE POINTS WEALTH MANAGEMENT LLC,CONCORD,MA,1.7,94,MINOR_VARIANT
106680,DIVERSIFIED MANAGEMENT INC,DIVERSIFIED MANAGEMENT INC,MILWAUKEE,WI,1.69,100,MINOR_VARIANT
106550,"JNBA FINANCIAL ADVISORS, LLC","JNBA FINANCIAL ADVISORS, LLC",BLOOMINGTON,MN,1.68,100,MINOR_VARIANT
108676,HCR WEALTH ADVISORS,HCR WEALTH ADVISORS,LOS ANGELES,CA,1.68,100,MINOR_VARIANT
108874,OAK ASSOCIATES LTD,OAK ASSOCIATES LTD,AKRON,OH,1.67,100,MINOR_VARIANT
155405,PEMBROKE MANAGEMENT LTD.,PEMBROKE MANAGEMENT LTD.,"MONTREAL, QUEBEC",,1.67,100,MINOR_VARIANT
110640,"QUEST INVESTMENT MANAGEMENT, LLC","QUEST INVESTMENT MANAGEMENT, LLC",LAKE OSWEGO,OR,1.66,100,MINOR_VARIANT
282059,"3EDGE ASSET MANAGEMENT, LP","3EDGE ASSET MANAGEMENT, LP",NAPLES,FL,1.66,100,MINOR_VARIANT
322287,FIDELIS CAPITAL,"FIDELIS CAPITAL PARTNERS, LLC",TAMPA,FL,1.66,68,DBA_MISMATCH
105444,THE EDGAR LOMAX COMPANY,THE EDGAR LOMAX COMPANY,ALEXANDRIA,VA,1.65,100,MINOR_VARIANT
120361,"MAIN MANAGEMENT, LLC","MAIN MANAGEMENT, LLC",SAN FRANCISCO,CA,1.65,100,MINOR_VARIANT
158544,NAPLES GLOBAL ADVISORS,NAPLES GLOBAL ADVISORS LLC,NAPLES,FL,1.65,92,MINOR_VARIANT
308203,"QUENT CAPITAL, LLC","QUENT CAPITAL, LLC",NEW YORK,NY,1.65,100,MINOR_VARIANT
151675,"CAHABA WEALTH MANAGEMENT, INC.","CAHABA WEALTH MANAGEMENT, INC.",ATLANTA,GA,1.64,100,MINOR_VARIANT
310849,SCS,"BENSLER, LLC",BELLEVUE,WA,1.64,27,DBA_MISMATCH
295178,"PASADENA PRIVATE WEALTH, LLC","PASADENA PRIVATE WEALTH, LLC",PASADENA,CA,1.62,100,MINOR_VARIANT
297496,KEEBECK WEALTH MANAGEMENT,"KEEBECK PARTNERS, LLC",CHICAGO,IL,1.62,48,DBA_MISMATCH
167470,QUINN OPPORTUNITY PARTNERS,QUINN OPPORTUNITY PARTNERS LLC,CHARLOTTESVILLE,VA,1.61,93,MINOR_VARIANT
298331,"KMG FIDUCIARY PARTNERS, LLC","KMG FIDUCIARY PARTNERS, LLC",TOLEDO,OH,1.6,100,MINOR_VARIANT
294042,"NORTH PEAK CAPITAL MANAGEMENT, LLC","NORTH PEAK CAPITAL MANAGEMENT, LLC",NEW YORK,NY,1.6,100,MINOR_VARIANT
108340,"CULLINAN ASSOCIATES, INC.","CULLINAN ASSOCIATES, INC.",LOUISVILLE,KY,1.59,100,MINOR_VARIANT
311471,ARDMORE ROAD ASSET MANAGEMENT LP,ARDMORE ROAD ASSET MANAGEMENT LP,NEW YORK,NY,1.59,100,MINOR_VARIANT
20999,"CALTON & ASSOCIATES, INC.","CALTON & ASSOCIATES, INC.",TAMPA,FL,1.58,100,MINOR_VARIANT
105643,FINANCIAL SYNERGIES,"FINANCIAL SYNERGIES WEALTH ADVISORS, INC.",HOUSTON,TX,1.57,63,DBA_MISMATCH
107630,SCHAPER BENZ & WISE INVESTMENT COUNSEL INC,SCHAPER BENZ & WISE INVESTMENT COUNSEL INC,NEENAH,WI,1.57,100,MINOR_VARIANT
308425,PHILOSOPHY CAPITAL MANAGEMENT LLC,PHILOSOPHY CAPITAL MANAGEMENT LLC,ALAMO,CA,1.57,100,MINOR_VARIANT
105866,YOUNG RICHARD C & CO LTD,YOUNG RICHARD C & CO LTD,NEWPORT,RI,1.56,100,MINOR_VARIANT
127654,MJP WEALTH ADVISORS,"MJP ASSOCIATES, INC.",FARMINGTON,CT,1.56,41,DBA_MISMATCH
291780,"INSCRIPTION CAPITAL, LLC","INSCRIPTION CAPITAL, LLC",HOUSTON,TX,1.56,100,MINOR_VARIANT
145480,"HS MANAGEMENT PARTNERS, LLC","HS MANAGEMENT PARTNERS, LLC",NEW YORK,NY,1.55,100,MINOR_VARIANT
328398,"TRITONPOINT WEALTH, LLC","TRITONPOINT WEALTH, LLC",CHEVY CHASE,MD,1.54,100,MINOR_VARIANT
145769,"YCG, LLC","YCG, LLC",AUSTIN,TX,1.53,100,MINOR_VARIANT
113681,TOWNSEND,"TOWNSEND & ASSOCIATES, INC.",WESTMINSTER,CO,1.52,46,DBA_MISMATCH
110623,"IRONWOOD INVESTMENT COUNSEL, LLC","IRONWOOD INVESTMENT COUNSEL, LLC",SCOTTSDALE,AZ,1.51,100,MINOR_VARIANT
284736,"FIRST PACIFIC FINANCIAL, INC.","FIRST PACIFIC FINANCIAL, INC.",VANCOUVER,WA,1.51,100,MINOR_VARIANT
105910,"LEE FINANCIAL COMPANY, LLC","LEE FINANCIAL COMPANY, LLC",DALLAS,TX,1.5,100,MINOR_VARIANT
155424,MATISSE CAPITAL,"DESCHUTES PORTFOLIO STRATEGY, LLC",PORTLAND,OR,1.5,33,DBA_MISMATCH
115700,TOWER BRIDGE ADVISORS,"TOWER BRIDGE ADVISORS, INC.",WEST CONSHOHOCKEN,PA,1.49,88,MINOR_VARIANT
150570,AGW CAPITAL ADVISORS,ANNIS GARDNER WHITING CAPITAL ADVISORS LLC,TAMPA,FL,1.48,58,DBA_MISMATCH
155782,"ACUITAS INVESTMENTS, LLC","ACUITAS INVESTMENTS, LLC",SEATTLE,WA,1.48,100,MINOR_VARIANT
297499,SARGENT INVESTMENT GROUP,"SARGENT INVESTMENT GROUP, LLC",BETHESDA,MD,1.48,91,MINOR_VARIANT
313120,TROLUCE CAPITAL ADVISORS LLC,TROLUCE CAPITAL ADVISORS LLC,DORADO,PR,1.48,100,MINOR_VARIANT
317386,"QUANTUM FINANCIAL ADVISORS, LLC","QUANTUM FINANCIAL ADVISORS, LLC",SANTA MONICA,CA,1.48,100,MINOR_VARIANT
282707,RW INVESTMENT MANAGEMENT LLC,RW INVESTMENT MANAGEMENT LLC,EAGLE,ID,1.47,100,MINOR_VARIANT
107847,"KLCM ADVISORS, INC.","KLCM ADVISORS, INC.",MILWAUKEE,WI,1.46,100,MINOR_VARIANT
109088,BITTERROOT CAPITAL ADVISORS LLC,BITTERROOT CAPITAL ADVISORS LLC,BOZEMAN,MT,1.45,100,MINOR_VARIANT
124004,"CRA FINANCIAL SERVICES, L.L.C.","CRA FINANCIAL SERVICES, L.L.C.",NORTHFIELD,NJ,1.45,100,MINOR_VARIANT
145179,AUXANO ADVISORS,"AUXANO ADVISORS, LLC",BELLEVUE,WA,1.45,86,MINOR_VARIANT
289472,"HAVEN GLOBAL PARTNERS, LLC","HAVEN GLOBAL PARTNERS, LLC",ATLANTA,GA,1.45,100,MINOR_VARIANT
333974,"HORAN WEALTH, LLC","HORAN WEALTH, LLC",CINCINNATI,OH,1.45,100,MINOR_VARIANT
130449,"COURAGE CAPITAL MANAGEMENT, LLC","COURAGE CAPITAL MANAGEMENT, LLC",NASHVILLE,TN,1.44,100,MINOR_VARIANT
171279,"ISTHMUS PARTNERS, LLC","ISTHMUS PARTNERS, LLC",MADISON,WI,1.44,100,MINOR_VARIANT
284852,QUATTRO FINANCIAL ADVISORS,QUATTRO FINANCIAL ADVISORS LLC,THE WOODLANDS,TX,1.44,93,MINOR_VARIANT
105157,ANDERSON HOAGLAND & CO,ANDERSON HOAGLAND & CO,ST LOUIS,MO,1.43,100,MINOR_VARIANT
107422,J.M. FORBES & CO. LLP,J.M. FORBES & CO. LLP,BOSTON,MA,1.43,100,MINOR_VARIANT
107639,"TANGLEWOOD TOTAL WEALTH MANAGEMENT, INC.","TANGLEWOOD WEALTH MANAGEMENT, INC.",HOUSTON,TX,1.43,92,MINOR_VARIANT
109890,"CAHILL FINANCIAL ADVISORS, INC.","CAHILL FINANCIAL ADVISORS, INC.",EDINA,MN,1.43,100,MINOR_VARIANT
290694,"JGP WEALTH MANAGEMENT, LLC","JGP WEALTH MANAGEMENT, LLC",BEND,OR,1.43,100,MINOR_VARIANT
149108,"TELOS CAPITAL MANAGEMENT, INC.","TELOS CAPITAL MANAGEMENT, INC.",SAN DIEGO,CA,1.42,100,MINOR_VARIANT
283155,"CONTINUUM ADVISORY, LLC","CONTINUUM ADVISORY, LLC",EAGLE,ID,1.42,100,MINOR_VARIANT
